script_id,in_window
SC-1888,True
SC-1889,True
SC-1890,True
SC-1891,True
SC-1892,True
SC-1893,True
SC-1894,True
SC-1895,True
SC-1896,False
SC-1897,False
SC-1898,False
SC-1899,False
SC-1900,True
SC-1901,True
SC-1902,True
SC-1903,True
SC-1904,True
SC-1905,True
SC-1906,True
SC-1907,True
SC-1908,True
SC-1909,True
SC-1910,True
SC-1911,True
SC-1912,False
SC-1913,False
SC-1914,False
SC-1915,False
SC-1916,True
SC-1917,True
SC-1918,True
SC-1919,True
SC-1920,True
SC-1921,True
SC-1922,True
SC-1923,True
SC-1924,True
SC-1925,True
SC-1926,True
SC-1927,True
SC-1928,True
SC-1929,True
SC-1930,True
SC-1931,True
SC-1932,True
SC-1933,True
SC-1934,True
SC-1935,True
SC-1936,True
SC-1937,True
SC-1938,True
SC-1939,True
SC-1940,True
SC-1941,True
SC-1942,True
SC-1943,True
SC-1944,False
SC-1945,False
SC-1946,False
SC-1947,False
SC-1948,True
SC-1949,True
SC-1950,True
SC-1951,True
SC-1952,True
SC-1953,True
SC-1954,True
SC-1955,True
SC-1956,True
SC-1957,True
SC-1958,True
SC-1959,True
SC-1960,False
SC-1961,False
SC-1962,False
SC-1963,False
SC-1964,True
SC-1965,True
SC-1966,True
SC-1967,True
SC-1968,True
SC-1969,True
SC-1970,True
SC-1971,True
SC-1972,True
SC-1973,True
SC-1974,True
SC-1975,True
SC-1976,True
SC-1977,True
SC-1978,True
SC-1979,True
SC-1980,True
SC-1981,True
SC-1982,True
SC-1983,True
SC-1984,True
SC-1985,True
SC-1986,True
SC-1987,True
SC-1988,True
SC-1989,True
SC-1990,True
SC-1991,True
SC-1992,True
SC-1993,True
SC-1994,True
SC-1995,True
SC-1996,True
SC-1997,True
SC-1998,True
SC-1999,True
SC-2000,True
SC-2001,True
SC-2002,True
SC-2003,True
SC-2004,True
SC-2005,True
SC-2006,True
SC-2007,True
SC-2008,True
SC-2009,True
SC-2010,True
SC-2011,True
SC-2012,True
SC-2013,True
SC-2014,True
SC-2015,True
SC-2016,True
SC-2017,True
SC-2018,True
SC-2019,True
SC-2020,True
SC-2021,True
SC-2022,True
SC-2023,True
SC-2024,False
SC-2025,False
SC-2026,False
SC-2027,False
SC-2028,False
SC-2029,False
SC-2030,False
SC-2031,False
SC-2032,True
SC-2033,True
SC-2034,True
SC-2035,True
SC-2036,True
SC-2037,True
SC-2038,True
SC-2039,True
SC-2096,True
SC-2097,True
SC-2098,True
SC-2099,True
SC-2100,True
SC-2101,True
SC-2102,True
SC-2103,True
SC-2104,True
SC-2105,True
SC-2106,True
SC-2107,True
SC-2108,True
SC-2109,True
SC-2110,True
SC-2111,True
SC-2112,True
SC-2113,True
SC-2114,True
SC-2115,True
SC-2116,True
SC-2117,True
SC-2118,True
SC-2119,True
SC-2120,True
SC-2121,True
SC-2122,True
SC-2123,True
SC-2124,True
SC-2125,True
SC-2126,True
SC-2127,True
SC-2128,True
SC-2129,True
SC-2130,True
SC-2131,True
SC-2132,True
SC-2133,True
SC-2134,True
SC-2135,True
SC-2136,True
SC-2137,True
SC-2138,True
SC-2139,True
SC-2140,True
SC-2141,True
SC-2142,True
SC-2143,True
SC-2144,True
SC-2145,True
SC-2146,True
SC-2147,False
SC-2148,True
SC-2149,True
SC-2150,True
SC-2151,False
SC-2152,False
SC-2153,False
SC-2154,True
SC-2155,False
SC-2156,False
SC-2157,True
SC-2158,True
SC-2159,True
SC-2160,False
SC-2161,False
SC-2162,True
SC-2163,False
SC-2164,False
SC-2165,False
SC-2166,False
SC-2167,False
SC-2168,False
SC-2169,False
SC-2170,False
SC-2171,False
SC-2172,False
SC-2173,False
SC-2174,False
SC-2175,True
SC-2176,True
SC-2177,True
SC-2178,True
SC-2179,False
SC-2180,True
SC-2181,True
SC-2182,True
SC-2183,False
SC-2184,True
SC-2185,True
SC-2186,True
SC-2187,False
SC-2188,True
SC-2189,True
SC-2190,True
SC-2191,True
SC-2192,False
SC-2193,True
SC-2194,True
SC-2195,True
SC-2196,True
SC-2197,True
SC-2198,True
SC-2199,True
SC-2200,True
SC-2201,True
SC-2202,True
SC-2203,True
SC-2204,True
SC-2205,True
SC-2206,True
SC-2207,True
SC-2208,True
SC-2209,True
SC-2210,True
SC-2211,True
SC-2212,True
SC-2213,True
SC-2214,True
SC-2215,True
SC-2216,True
SC-2217,True
SC-2218,True
SC-2219,True
SC-2220,True
SC-2221,True
SC-2222,True
SC-2223,True
SC-2224,True
SC-2225,True
SC-2226,True
SC-2227,True
SC-2228,True
SC-2229,True
SC-2230,True
SC-2231,True
SC-2232,True
SC-2233,True
SC-2234,True
SC-2235,True
SC-2236,True
SC-2237,True
SC-2238,True
SC-2239,True
SC-2240,True
SC-2241,True
SC-2242,True
SC-2243,True
SC-2244,True
SC-2245,True
SC-2246,True
SC-2247,True
SC-2248,True
SC-2249,True
SC-2250,True
SC-2251,True
SC-2252,True
SC-2253,True
SC-2254,True
SC-2255,True
SC-2256,True
SC-2257,True
SC-2258,True
SC-2259,True
SC-2260,True
SC-2261,True
SC-2262,True
SC-2263,True
SC-2264,True
SC-2265,True
SC-2266,True
SC-2267,True
SC-2268,True
SC-2269,True
SC-2270,True
SC-2271,True
SC-2272,True
SC-2273,True
SC-2274,True
SC-2275,True
SC-2276,True
SC-2277,True
SC-2278,True
SC-2279,True
SC-2280,True
SC-2281,True
SC-2282,True
SC-2283,True
SC-2284,True
SC-2285,True
SC-2286,True
SC-2287,True
SC-2288,True
SC-2289,True
SC-2290,True
SC-2291,True
SC-2292,True
SC-2293,True
SC-2294,True
SC-2295,True
SC-2296,True
SC-2297,True
SC-2298,True
SC-2299,True
SC-2300,True
SC-2301,True
SC-2302,True
SC-2303,True
SC-2304,True
SC-2305,True
SC-2306,True
SC-2307,True
SC-2308,True
SC-2309,True
SC-2310,True
SC-2311,True
SC-2312,True
SC-2313,True
SC-2314,True
SC-2315,True
SC-2316,True
SC-2317,True
SC-2318,True
SC-2319,True
SC-2320,True
SC-2321,True
SC-2322,True
SC-2323,True
SC-2324,True
SC-2325,True
SC-2326,True
SC-2327,True
SC-2328,True
SC-2329,True
SC-2330,True
SC-2331,True
SC-2332,True
SC-2333,True
SC-2334,True
SC-2335,True
SC-2336,True
SC-2337,True
SC-2338,True
SC-2339,True
SC-2340,True
SC-2341,True
SC-2342,True
SC-2343,True
SC-2344,True
SC-2345,True
SC-2346,True
SC-2347,True
SC-2348,True
SC-2349,True
SC-2350,True
SC-2351,True
SC-2352,True
SC-2353,True
SC-2354,True
SC-2355,True
SC-2356,True
SC-2357,True
SC-2358,True
SC-2359,True
SC-2360,True
SC-2361,True
SC-2362,True
SC-2363,True
SC-2364,True
SC-2365,True
SC-2366,True
SC-2367,True
SC-2368,True
SC-2369,True
SC-2370,True
SC-2371,True
SC-2372,True
SC-2373,True
SC-2374,True
SC-2375,True
SC-2376,True
SC-2377,True
SC-2378,True
SC-2379,True
SC-2380,True
SC-2381,True
SC-2382,True
SC-2383,True
SC-2384,True
SC-2385,True
SC-2386,True
SC-2387,True
SC-2388,True
SC-2389,True
SC-2390,True
SC-2391,True
SC-2392,True
SC-2393,True
SC-2394,True
SC-2395,True
SC-2396,True
SC-2397,True
SC-2398,True
SC-2399,True
SC-2400,True
SC-2401,True
SC-2402,True
SC-2403,True
SC-2404,True
SC-2405,True
SC-2406,True
SC-2407,True
SC-2408,True
SC-2409,True
SC-2410,True
SC-2411,True
SC-2412,True
SC-2413,True
SC-2414,True
SC-2415,True
SC-2416,True
SC-2417,True
SC-2418,True
SC-2419,True
SC-2420,True
SC-2421,True
SC-2422,True
SC-2423,True
SC-2424,True
SC-2425,True
SC-2426,True
SC-2427,True
SC-2428,True
SC-2429,True
SC-2430,True
SC-2431,True
SC-2432,True
SC-2433,True
SC-2434,True
SC-2435,True
SC-2436,True
SC-2437,True
SC-2438,True
SC-2439,True
SC-2440,True
SC-2441,True
SC-2442,True
SC-2443,True
SC-2444,True
SC-2445,True
SC-2446,True
SC-2447,True
SC-2448,True
SC-2449,True
SC-2450,True
SC-2451,True
SC-2452,True
SC-2453,True
SC-2454,True
SC-2455,True
SC-2456,True
SC-2457,True
SC-2458,True
SC-2459,True
SC-2460,True
SC-2461,True
SC-2462,True
SC-2463,True
SC-2464,True
SC-2465,True
SC-2466,True
SC-2467,True
SC-2468,True
SC-2469,True
SC-2470,True
SC-2471,True
SC-2472,True
SC-2473,True
SC-2474,True
SC-2475,True
SC-2476,True
SC-2477,True
SC-2478,True
SC-2479,True
SC-2480,True
SC-2481,True
SC-2482,True
SC-2483,True
SC-2484,True
SC-2485,True
SC-2486,True
SC-2487,True
SC-2488,True
SC-2489,True
SC-2490,True
SC-2491,True
SC-2492,True
SC-2493,True
SC-2494,True
SC-2495,True
SC-2496,True
SC-2497,True
SC-2498,True
SC-2499,True
SC-2500,True
SC-2501,True
SC-2502,True
SC-2503,True
SC-2504,True
SC-2505,True
SC-2506,True
SC-2507,True
SC-2508,True
SC-2509,True
SC-2510,True
SC-2511,True
SC-2512,True
SC-2513,True
SC-2514,True
SC-2515,True
SC-2516,True
SC-2517,True
SC-2518,True
SC-2519,True
SC-2520,True
SC-2521,True
SC-2522,True
SC-2523,True
SC-2524,True
SC-2525,True
SC-2526,True
SC-2527,True
SC-2528,True
SC-2529,True
SC-2530,True
SC-2531,True
SC-2532,True
SC-2533,True
SC-2534,True
SC-2535,True
SC-2536,True
SC-2537,True
SC-2538,True
SC-2539,True
SC-2540,True
SC-2541,True
SC-2542,True
SC-2543,True
SC-2544,True
SC-2545,True
