script_id,clearance_status
SC-1268,CLEARED
SC-1269,CLEARED
SC-1270,CLEARED
SC-1271,CLEARED
SC-1272,CLEARED
SC-1273,CLEARED
SC-1274,CLEARED
SC-1275,CLEARED
SC-1276,CLEARED
SC-1277,CLEARED
SC-1278,CLEARED
SC-1279,CLEARED
SC-1280,CLEARED
SC-1281,CLEARED
SC-1282,CLEARED
SC-1283,CLEARED
SC-1284,CLEARED
SC-1285,CLEARED
SC-1286,CLEARED
SC-1287,CLEARED
SC-1288,CLEARED
SC-1289,CLEARED
SC-1290,CLEARED
SC-1291,CLEARED
SC-1292,CLEARED
SC-1293,CLEARED
SC-1294,CLEARED
SC-1295,CLEARED
SC-1296,CLEARED
SC-1297,CLEARED
SC-1298,CLEARED
SC-1299,CLEARED
SC-1300,CLEARED
SC-1301,CLEARED
SC-1302,CLEARED
SC-1303,CLEARED
SC-1304,CLEARED
SC-1305,CLEARED
SC-1306,CLEARED
SC-1307,CLEARED
SC-1308,CLEARED
SC-1309,CLEARED
SC-1310,CLEARED
SC-1311,CLEARED
SC-1312,CLEARED
SC-1313,CLEARED
SC-1314,CLEARED
SC-1315,CLEARED
SC-1316,CLEARED
SC-1317,CLEARED
SC-1318,CLEARED
SC-1319,CLEARED
SC-1320,CLEARED
SC-1321,CLEARED
SC-1322,CLEARED
SC-1323,CLEARED
SC-1324,CLEARED
SC-1325,CLEARED
SC-1326,CLEARED
SC-1327,CLEARED
SC-1328,CLEARED
SC-1329,CLEARED
SC-1330,CLEARED
SC-1331,CLEARED
SC-1332,CLEARED
SC-1333,CLEARED
SC-1334,CLEARED
SC-1335,CLEARED
SC-1336,CLEARED
SC-1337,CLEARED
SC-1338,CLEARED
SC-1339,CLEARED
SC-1340,CLEARED
SC-1341,CLEARED
SC-1342,CLEARED
SC-1343,CLEARED
SC-1344,CLEARED
SC-1345,CLEARED
SC-1346,CLEARED
SC-1347,CLEARED
SC-1348,CLEARED
SC-1349,CLEARED
SC-1350,CLEARED
SC-1351,CLEARED
SC-1352,CLEARED
SC-1353,CLEARED
SC-1354,CLEARED
SC-1355,CLEARED
SC-1356,CLEARED
SC-1357,CLEARED
SC-1358,CLEARED
SC-1359,CLEARED
SC-1360,CLEARED
SC-1361,CLEARED
SC-1362,CLEARED
SC-1363,CLEARED
SC-1364,CLEARED
SC-1365,CLEARED
SC-1366,CLEARED
SC-1367,CLEARED
SC-1368,CLEARED
SC-1369,CLEARED
SC-1370,CLEARED
SC-1371,CLEARED
SC-1372,CLEARED
SC-1373,CLEARED
SC-1374,CLEARED
SC-1375,CLEARED
SC-1376,CLEARED
SC-1377,CLEARED
SC-1378,CLEARED
SC-1379,CLEARED
SC-1380,CLEARED
SC-1381,CLEARED
SC-1382,CLEARED
SC-1383,CLEARED
SC-1384,CLEARED
SC-1385,CLEARED
SC-1386,CLEARED
SC-1387,CLEARED
SC-1388,CLEARED
SC-1389,CLEARED
SC-1390,CLEARED
SC-1391,CLEARED
SC-1392,CLEARED
SC-1393,CLEARED
SC-1394,CLEARED
SC-1395,CLEARED
SC-1396,CLEARED
SC-1397,CLEARED
SC-1398,CLEARED
SC-1399,CLEARED
SC-1400,CLEARED
SC-1401,CLEARED
SC-1402,CLEARED
SC-1403,CLEARED
SC-1404,CLEARED
SC-1405,CLEARED
SC-1406,CLEARED
SC-1407,CLEARED
SC-1408,CLEARED
SC-1409,CLEARED
SC-1410,CLEARED
SC-1411,CLEARED
SC-1412,CLEARED
SC-1413,CLEARED
SC-1414,CLEARED
SC-1415,CLEARED
SC-1416,CLEARED
SC-1417,CLEARED
SC-1418,CLEARED
SC-1419,CLEARED
SC-1420,CLEARED
SC-1421,CLEARED
SC-1422,CLEARED
SC-1423,CLEARED
SC-1424,CLEARED
SC-1425,CLEARED
SC-1426,CLEARED
SC-1427,CLEARED
SC-1428,CLEARED
SC-1429,CLEARED
SC-1430,CLEARED
SC-1431,CLEARED
SC-1432,CLEARED
SC-1433,CLEARED
SC-1434,CLEARED
SC-1435,CLEARED
SC-1436,CLEARED
SC-1437,CLEARED
SC-1438,CLEARED
SC-1439,CLEARED
SC-1440,CLEARED
SC-1441,CLEARED
SC-1442,CLEARED
SC-1443,CLEARED
SC-1444,CLEARED
SC-1445,CLEARED
SC-1446,CLEARED
SC-1447,CLEARED
SC-1448,CLEARED
SC-1449,CLEARED
SC-1450,CLEARED
SC-1451,CLEARED
SC-1452,CLEARED
SC-1453,CLEARED
SC-1454,CLEARED
SC-1455,CLEARED
SC-1456,CLEARED
SC-1457,CLEARED
SC-1458,CLEARED
SC-1459,CLEARED
SC-1460,CLEARED
SC-1461,CLEARED
SC-1462,CLEARED
SC-1463,CLEARED
SC-1464,CLEARED
SC-1465,CLEARED
SC-1466,CLEARED
SC-1467,CLEARED
SC-1468,CLEARED
SC-1469,CLEARED
SC-1470,CLEARED
SC-1471,CLEARED
SC-1472,CLEARED
SC-1473,CLEARED
SC-1474,CLEARED
SC-1475,CLEARED
SC-1476,CLEARED
SC-1477,CLEARED
SC-1478,CLEARED
SC-1479,CLEARED
SC-1480,CLEARED
SC-1481,CLEARED
SC-1482,CLEARED
SC-1483,CLEARED
SC-1484,CLEARED
SC-1485,CLEARED
SC-1486,CLEARED
SC-1487,CLEARED
SC-1488,CLEARED
SC-1489,CLEARED
SC-1490,CLEARED
SC-1491,CLEARED
SC-1492,CLEARED
SC-1493,CLEARED
SC-1494,CLEARED
SC-1495,CLEARED
SC-1496,CLEARED
SC-1497,CLEARED
SC-1498,CLEARED
SC-1499,CLEARED
SC-1500,CLEARED
SC-1501,CLEARED
SC-1502,CLEARED
SC-1503,CLEARED
SC-1504,CLEARED
SC-1505,CLEARED
SC-1506,CLEARED
SC-1507,CLEARED
SC-1508,CLEARED
SC-1509,CLEARED
SC-1510,CLEARED
SC-1511,CLEARED
SC-1512,CLEARED
SC-1513,CLEARED
SC-1514,CLEARED
SC-1515,CLEARED
SC-1516,CLEARED
SC-1517,CLEARED
SC-1518,CLEARED
SC-1519,CLEARED
SC-1520,CLEARED
SC-1521,CLEARED
SC-1522,CLEARED
SC-1523,CLEARED
SC-1524,CLEARED
SC-1525,CLEARED
SC-1526,CLEARED
SC-1527,CLEARED
SC-1528,CLEARED
SC-1529,CLEARED
SC-1530,CLEARED
SC-1531,CLEARED
SC-1532,CLEARED
SC-1533,CLEARED
SC-1534,CLEARED
SC-1535,CLEARED
SC-1536,CLEARED
SC-1537,CLEARED
SC-1538,CLEARED
SC-1539,CLEARED
SC-1540,CLEARED
SC-1541,CLEARED
SC-1542,CLEARED
SC-1543,CLEARED
SC-1544,CLEARED
SC-1545,CLEARED
SC-1546,CLEARED
SC-1547,CLEARED
SC-1548,CLEARED
SC-1549,CLEARED
SC-1550,CLEARED
SC-1551,CLEARED
SC-1552,CLEARED
SC-1553,CLEARED
SC-1554,CLEARED
SC-1555,CLEARED
SC-1556,CLEARED
SC-1557,CLEARED
SC-1558,CLEARED
SC-1559,CLEARED
SC-1560,CLEARED
SC-1561,CLEARED
SC-1562,CLEARED
SC-1563,CLEARED
SC-1564,CLEARED
SC-1565,CLEARED
SC-1566,CLEARED
SC-1567,CLEARED
SC-1568,HOLD
SC-1569,CLEARED
SC-1570,PENDING
SC-1571,HOLD
SC-1572,CLEARED
SC-1573,PENDING
SC-1574,HOLD
SC-1575,CLEARED
SC-1576,PENDING
SC-1577,HOLD
SC-1578,CLEARED
SC-1579,PENDING
SC-1580,HOLD
SC-1581,CLEARED
SC-1582,PENDING
SC-1583,HOLD
SC-1584,CLEARED
SC-1585,PENDING
SC-1586,HOLD
SC-1587,CLEARED
SC-1588,PENDING
SC-1589,HOLD
SC-1590,CLEARED
SC-1591,PENDING
SC-1592,HOLD
SC-1593,CLEARED
SC-1594,PENDING
SC-1595,HOLD
SC-1596,CLEARED
SC-1597,PENDING
SC-1598,HOLD
SC-1599,CLEARED
SC-1600,PENDING
SC-1601,HOLD
SC-1602,CLEARED
SC-1603,PENDING
SC-1604,HOLD
SC-1605,CLEARED
SC-1606,PENDING
SC-1607,HOLD
SC-1608,CLEARED
SC-1609,PENDING
SC-1610,HOLD
SC-1611,CLEARED
SC-1612,PENDING
SC-1613,HOLD
SC-1614,CLEARED
SC-1615,PENDING
SC-1616,HOLD
SC-1617,CLEARED
SC-1618,PENDING
SC-1619,HOLD
SC-1620,CLEARED
SC-1621,PENDING
SC-1622,HOLD
SC-1623,CLEARED
SC-1624,PENDING
SC-1625,HOLD
SC-1626,CLEARED
SC-1627,PENDING
SC-1628,HOLD
SC-1629,CLEARED
SC-1630,PENDING
SC-1631,HOLD
SC-1632,CLEARED
SC-1633,PENDING
SC-1634,HOLD
SC-1635,CLEARED
SC-1636,PENDING
SC-1637,HOLD
SC-1638,CLEARED
SC-1639,PENDING
SC-1640,HOLD
SC-1641,CLEARED
SC-1642,PENDING
SC-1643,HOLD
SC-1644,CLEARED
SC-1645,PENDING
SC-1646,HOLD
SC-1647,CLEARED
SC-1648,PENDING
SC-1649,HOLD
SC-1650,CLEARED
SC-1651,PENDING
SC-1652,HOLD
SC-1653,CLEARED
SC-1654,PENDING
SC-1655,HOLD
SC-1656,CLEARED
SC-1657,PENDING
SC-1658,HOLD
SC-1659,CLEARED
SC-1660,PENDING
SC-1661,HOLD
SC-1662,CLEARED
SC-1663,PENDING
SC-1664,HOLD
SC-1665,CLEARED
SC-1666,PENDING
SC-1667,HOLD
SC-1668,CLEARED
SC-1669,PENDING
SC-1670,HOLD
SC-1671,CLEARED
SC-1672,PENDING
SC-1673,HOLD
SC-1674,CLEARED
SC-1675,PENDING
SC-1676,HOLD
SC-1677,CLEARED
SC-1678,PENDING
SC-1679,HOLD
SC-1680,CLEARED
SC-1681,PENDING
SC-1682,HOLD
SC-1683,CLEARED
SC-1684,PENDING
SC-1685,HOLD
SC-1686,CLEARED
SC-1687,PENDING
SC-1688,HOLD
SC-1689,CLEARED
SC-1690,PENDING
SC-1691,HOLD
SC-1692,CLEARED
SC-1693,PENDING
SC-1694,HOLD
SC-1695,CLEARED
SC-1696,PENDING
SC-1697,HOLD
SC-1698,CLEARED
SC-1699,PENDING
SC-1700,HOLD
SC-1701,CLEARED
SC-1702,PENDING
SC-1703,HOLD
SC-1704,CLEARED
SC-1705,PENDING
SC-1706,HOLD
SC-1707,CLEARED
SC-1708,PENDING
SC-1709,HOLD
SC-1710,CLEARED
SC-1711,PENDING
SC-1712,HOLD
SC-1713,CLEARED
SC-1714,PENDING
SC-1715,HOLD
SC-1716,CLEARED
SC-1717,PENDING
SC-1718,HOLD
SC-1719,CLEARED
SC-1720,PENDING
SC-1721,HOLD
SC-1722,CLEARED
SC-1723,PENDING
SC-1724,HOLD
SC-1725,CLEARED
SC-1726,PENDING
SC-1727,HOLD
SC-1728,CLEARED
SC-1729,PENDING
SC-1730,HOLD
SC-1731,CLEARED
SC-1732,PENDING
SC-1733,HOLD
SC-1734,CLEARED
SC-1735,PENDING
SC-1736,HOLD
SC-1737,CLEARED
SC-1738,PENDING
SC-1739,HOLD
SC-1740,CLEARED
SC-1741,PENDING
SC-1742,HOLD
SC-1743,CLEARED
SC-1744,PENDING
SC-1745,HOLD
SC-1746,CLEARED
SC-1747,PENDING
SC-1748,HOLD
SC-1749,CLEARED
SC-1750,PENDING
SC-1751,HOLD
SC-1752,CLEARED
SC-1753,PENDING
SC-1754,HOLD
SC-1755,CLEARED
SC-1756,PENDING
SC-1757,HOLD
SC-1758,CLEARED
SC-1759,PENDING
SC-1760,HOLD
SC-1761,CLEARED
SC-1762,PENDING
SC-1763,HOLD
SC-1764,CLEARED
SC-1765,PENDING
SC-1766,HOLD
SC-1767,CLEARED
SC-1768,CLEARED
SC-1769,CLEARED
SC-1770,CLEARED
SC-1771,CLEARED
SC-1772,CLEARED
SC-1773,CLEARED
SC-1774,CLEARED
SC-1775,CLEARED
SC-1776,CLEARED
SC-1777,CLEARED
SC-1778,CLEARED
SC-1779,CLEARED
SC-1780,CLEARED
SC-1781,CLEARED
SC-1782,CLEARED
SC-1783,CLEARED
SC-1784,CLEARED
SC-1785,CLEARED
SC-1786,CLEARED
SC-1787,CLEARED
SC-1788,CLEARED
SC-1789,CLEARED
SC-1790,CLEARED
SC-1791,CLEARED
SC-1792,CLEARED
SC-1793,CLEARED
SC-1794,CLEARED
SC-1795,CLEARED
SC-1796,CLEARED
SC-1797,CLEARED
SC-1798,CLEARED
SC-1799,CLEARED
SC-1800,CLEARED
SC-1801,CLEARED
SC-1802,CLEARED
SC-1803,CLEARED
SC-1804,CLEARED
SC-1805,CLEARED
SC-1806,CLEARED
SC-1807,CLEARED
SC-1808,CLEARED
SC-1809,CLEARED
SC-1810,CLEARED
SC-1811,CLEARED
SC-1812,CLEARED
SC-1813,CLEARED
SC-1814,CLEARED
SC-1815,CLEARED
SC-1816,CLEARED
SC-1817,CLEARED
SC-1818,CLEARED
SC-1819,CLEARED
SC-1820,CLEARED
SC-1821,CLEARED
SC-1822,CLEARED
SC-1823,CLEARED
SC-1824,CLEARED
SC-1825,CLEARED
SC-1826,CLEARED
SC-1827,CLEARED
SC-1828,CLEARED
SC-1829,CLEARED
SC-1830,CLEARED
SC-1831,CLEARED
SC-1832,HOLD
SC-1833,HOLD
SC-1834,HOLD
SC-1835,HOLD
SC-1836,HOLD
SC-1837,HOLD
SC-1838,HOLD
SC-1839,HOLD
SC-1840,HOLD
SC-1841,HOLD
SC-1842,HOLD
SC-1843,HOLD
SC-1844,HOLD
SC-1845,HOLD
SC-1846,HOLD
SC-1847,HOLD
SC-1848,HOLD
SC-1849,HOLD
SC-1850,HOLD
SC-1851,HOLD
SC-1852,HOLD
SC-1853,HOLD
SC-1854,HOLD
SC-1855,HOLD
SC-1856,HOLD
SC-1857,HOLD
SC-1858,HOLD
SC-1859,HOLD
SC-1860,HOLD
SC-1861,HOLD
SC-1862,HOLD
SC-1863,HOLD
SC-1864,HOLD
SC-1865,HOLD
SC-1866,HOLD
SC-1867,HOLD
SC-1868,HOLD
SC-1869,HOLD
SC-1870,HOLD
SC-1871,HOLD
SC-1872,HOLD
SC-1873,HOLD
SC-1874,HOLD
SC-1875,HOLD
SC-1876,HOLD
SC-1877,HOLD
SC-1878,HOLD
SC-1879,HOLD
SC-1880,CLEARED
SC-1881,CLEARED
SC-1882,CLEARED
SC-1883,CLEARED
SC-1884,CLEARED
SC-1885,CLEARED
SC-1886,CLEARED
SC-1887,CLEARED
SC-1888,CLEARED
SC-1889,CLEARED
SC-1890,CLEARED
SC-1891,CLEARED
SC-1892,CLEARED
SC-1893,CLEARED
SC-1894,CLEARED
SC-1895,CLEARED
SC-1896,CLEARED
SC-1897,CLEARED
SC-1898,CLEARED
SC-1899,CLEARED
SC-1900,CLEARED
SC-1901,CLEARED
SC-1902,CLEARED
SC-1903,CLEARED
SC-1904,CLEARED
SC-1905,CLEARED
SC-1906,CLEARED
SC-1907,CLEARED
SC-1908,CLEARED
SC-1909,CLEARED
SC-1910,CLEARED
SC-1911,CLEARED
SC-1912,CLEARED
SC-1913,CLEARED
SC-1914,CLEARED
SC-1915,CLEARED
SC-1916,CLEARED
SC-1917,CLEARED
SC-1918,CLEARED
SC-1919,CLEARED
SC-1920,CLEARED
SC-1921,CLEARED
SC-1922,CLEARED
SC-1923,CLEARED
SC-1924,CLEARED
SC-1925,CLEARED
SC-1926,CLEARED
SC-1927,CLEARED
SC-1928,PENDING
SC-1929,PENDING
SC-1930,PENDING
SC-1931,PENDING
SC-1932,PENDING
SC-1933,PENDING
SC-1934,PENDING
SC-1935,PENDING
SC-1936,PENDING
SC-1937,PENDING
SC-1938,PENDING
SC-1939,PENDING
SC-1940,PENDING
SC-1941,PENDING
SC-1942,PENDING
SC-1943,PENDING
SC-1944,PENDING
SC-1945,PENDING
SC-1946,PENDING
SC-1947,PENDING
SC-1948,PENDING
SC-1949,PENDING
SC-1950,PENDING
SC-1951,PENDING
SC-1952,PENDING
SC-1953,PENDING
SC-1954,PENDING
SC-1955,PENDING
SC-1956,PENDING
SC-1957,PENDING
SC-1958,PENDING
SC-1959,PENDING
SC-1960,PENDING
SC-1961,PENDING
SC-1962,PENDING
SC-1963,PENDING
SC-1964,PENDING
SC-1965,PENDING
SC-1966,PENDING
SC-1967,PENDING
SC-1968,PENDING
SC-1969,PENDING
SC-1970,PENDING
SC-1971,PENDING
SC-1972,PENDING
SC-1973,PENDING
SC-1974,PENDING
SC-1975,PENDING
SC-1976,HOLD
SC-1977,HOLD
SC-1978,HOLD
SC-1979,HOLD
SC-1980,HOLD
SC-1981,HOLD
SC-1982,HOLD
SC-1983,HOLD
SC-1984,HOLD
SC-1985,HOLD
SC-1986,HOLD
SC-1987,HOLD
SC-1988,HOLD
SC-1989,HOLD
SC-1990,HOLD
SC-1991,HOLD
SC-1992,HOLD
SC-1993,HOLD
SC-1994,HOLD
SC-1995,HOLD
SC-1996,HOLD
SC-1997,HOLD
SC-1998,HOLD
SC-1999,HOLD
SC-2000,HOLD
SC-2001,HOLD
SC-2002,HOLD
SC-2003,HOLD
SC-2004,HOLD
SC-2005,HOLD
SC-2006,HOLD
SC-2007,HOLD
SC-2008,CLEARED
SC-2009,CLEARED
SC-2010,CLEARED
SC-2011,CLEARED
SC-2012,CLEARED
SC-2013,CLEARED
SC-2014,CLEARED
SC-2015,CLEARED
SC-2016,CLEARED
SC-2017,CLEARED
SC-2018,CLEARED
SC-2019,CLEARED
SC-2020,CLEARED
SC-2021,CLEARED
SC-2022,CLEARED
SC-2023,CLEARED
SC-2024,CLEARED
SC-2025,CLEARED
SC-2026,CLEARED
SC-2027,CLEARED
SC-2028,CLEARED
SC-2029,CLEARED
SC-2030,CLEARED
SC-2031,CLEARED
SC-2032,CLEARED
SC-2033,CLEARED
SC-2034,CLEARED
SC-2035,CLEARED
SC-2036,CLEARED
SC-2037,CLEARED
SC-2038,CLEARED
SC-2039,CLEARED
SC-2096,CLEARED
SC-2097,CLEARED
SC-2098,CLEARED
SC-2099,CLEARED
SC-2100,CLEARED
SC-2101,CLEARED
SC-2102,CLEARED
SC-2103,CLEARED
SC-2104,CLEARED
SC-2105,CLEARED
SC-2106,CLEARED
SC-2107,CLEARED
SC-2108,CLEARED
SC-2109,CLEARED
SC-2110,CLEARED
SC-2111,CLEARED
SC-2112,CLEARED
SC-2113,CLEARED
SC-2114,CLEARED
SC-2115,CLEARED
SC-2116,CLEARED
SC-2117,CLEARED
SC-2118,CLEARED
SC-2119,CLEARED
SC-2120,CLEARED
SC-2121,CLEARED
SC-2122,CLEARED
SC-2123,CLEARED
SC-2124,CLEARED
SC-2125,CLEARED
SC-2126,CLEARED
SC-2127,CLEARED
SC-2128,CLEARED
SC-2129,CLEARED
SC-2130,CLEARED
SC-2131,CLEARED
SC-2132,CLEARED
SC-2133,CLEARED
SC-2134,CLEARED
SC-2135,CLEARED
SC-2136,CLEARED
SC-2137,CLEARED
SC-2138,CLEARED
SC-2139,CLEARED
SC-2140,CLEARED
SC-2141,CLEARED
SC-2142,CLEARED
SC-2143,CLEARED
SC-2144,CLEARED
SC-2145,CLEARED
SC-2146,HOLD
SC-2147,HOLD
SC-2148,HOLD
SC-2149,HOLD
SC-2150,HOLD
SC-2151,HOLD
SC-2152,HOLD
SC-2153,HOLD
SC-2154,HOLD
SC-2155,HOLD
SC-2156,CLEARED
SC-2157,CLEARED
SC-2158,CLEARED
SC-2159,CLEARED
SC-2160,CLEARED
SC-2161,CLEARED
SC-2162,CLEARED
SC-2163,CLEARED
SC-2164,CLEARED
SC-2165,CLEARED
SC-2166,CLEARED
SC-2167,CLEARED
SC-2168,CLEARED
SC-2169,CLEARED
SC-2170,CLEARED
SC-2171,CLEARED
SC-2172,CLEARED
SC-2173,CLEARED
SC-2174,CLEARED
SC-2175,CLEARED
SC-2176,CLEARED
SC-2177,CLEARED
SC-2178,CLEARED
SC-2179,CLEARED
SC-2180,CLEARED
SC-2181,CLEARED
SC-2182,CLEARED
SC-2183,CLEARED
SC-2184,CLEARED
SC-2185,HOLD
SC-2186,CLEARED
SC-2187,CLEARED
SC-2188,CLEARED
SC-2189,CLEARED
SC-2190,CLEARED
SC-2191,PENDING
SC-2192,PENDING
SC-2193,PENDING
SC-2194,PENDING
SC-2195,PENDING
SC-2196,CLEARED
SC-2197,CLEARED
SC-2198,CLEARED
SC-2199,CLEARED
SC-2200,CLEARED
SC-2201,CLEARED
SC-2202,CLEARED
SC-2203,CLEARED
SC-2204,CLEARED
SC-2205,CLEARED
SC-2206,CLEARED
SC-2207,CLEARED
SC-2208,CLEARED
SC-2209,CLEARED
SC-2210,CLEARED
SC-2211,CLEARED
SC-2212,CLEARED
SC-2213,CLEARED
SC-2214,CLEARED
SC-2215,CLEARED
SC-2216,CLEARED
SC-2217,CLEARED
SC-2218,CLEARED
SC-2219,CLEARED
SC-2220,CLEARED
SC-2221,CLEARED
SC-2222,CLEARED
SC-2223,CLEARED
SC-2224,CLEARED
SC-2225,CLEARED
SC-2226,CLEARED
SC-2227,CLEARED
SC-2228,CLEARED
SC-2229,CLEARED
SC-2230,CLEARED
SC-2231,CLEARED
SC-2232,CLEARED
SC-2233,CLEARED
SC-2234,CLEARED
SC-2235,CLEARED
SC-2236,CLEARED
SC-2237,CLEARED
SC-2238,CLEARED
SC-2239,CLEARED
SC-2240,CLEARED
SC-2241,CLEARED
SC-2242,CLEARED
SC-2243,CLEARED
SC-2244,CLEARED
SC-2245,CLEARED
SC-2246,CLEARED
SC-2247,CLEARED
SC-2248,CLEARED
SC-2249,CLEARED
SC-2250,CLEARED
SC-2251,CLEARED
SC-2252,CLEARED
SC-2253,CLEARED
SC-2254,CLEARED
SC-2255,CLEARED
SC-2256,CLEARED
SC-2257,CLEARED
SC-2258,CLEARED
SC-2259,CLEARED
SC-2260,CLEARED
SC-2261,CLEARED
SC-2262,CLEARED
SC-2263,CLEARED
SC-2264,CLEARED
SC-2265,CLEARED
SC-2266,CLEARED
SC-2267,CLEARED
SC-2268,CLEARED
SC-2269,CLEARED
SC-2270,CLEARED
SC-2271,CLEARED
SC-2272,CLEARED
SC-2273,CLEARED
SC-2274,CLEARED
SC-2275,CLEARED
SC-2276,HOLD
SC-2276,CLEARED
SC-2276,CLEARED
SC-2277,CLEARED
SC-2277,HOLD
SC-2277,CLEARED
SC-2278,CLEARED
SC-2278,CLEARED
SC-2278,HOLD
SC-2279,HOLD
SC-2279,HOLD
SC-2279,CLEARED
SC-2280,CLEARED
SC-2280,HOLD
SC-2281,HOLD
SC-2281,CLEARED
SC-2282,CLEARED
SC-2282,PENDING
SC-2282,CLEARED
SC-2283,CLEARED
SC-2283,CLEARED
SC-2283,PENDING
SC-2284,PENDING
SC-2284,CLEARED
SC-2285,CLEARED
SC-2285,PENDING
SC-2286,REVIEW
SC-2286,CLEARED
SC-2286,CLEARED
SC-2287,CLEARED
SC-2287,REVIEW
SC-2287,HOLD
SC-2288,HOLD
SC-2288,CLEARED
SC-2289,CLEARED
SC-2289,HOLD
SC-2289,CLEARED
SC-2290,CLEARED
SC-2290,PENDING
SC-2290,HOLD
SC-2291,CLEARED
SC-2291,CLEARED
SC-2291,CLEARED
SC-2292,HOLD
SC-2292,PENDING
SC-2292,CLEARED
SC-2293,ON_HOLD
SC-2294,CLEARED
SC-2294,PENDING
SC-2295,HOLD
SC-2295,CLEARED
SC-2295,HOLD
SC-2296,CLEARED
SC-2297,CLEARED
SC-2298,CLEARED
SC-2299,CLEARED
SC-2300,CLEARED
SC-2301,CLEARED
SC-2302,CLEARED
SC-2303,CLEARED
SC-2304,CLEARED
SC-2305,CLEARED
SC-2306,CLEARED
SC-2307,CLEARED
SC-2308,CLEARED
SC-2309,CLEARED
SC-2310,CLEARED
SC-2311,CLEARED
SC-2312,CLEARED
SC-2313,CLEARED
SC-2314,CLEARED
SC-2315,CLEARED
SC-2316,CLEARED
SC-2317,CLEARED
SC-2318,CLEARED
SC-2319,CLEARED
SC-2320,CLEARED
SC-2321,CLEARED
SC-2322,CLEARED
SC-2323,CLEARED
SC-2324,CLEARED
SC-2325,CLEARED
SC-2326,CLEARED
SC-2327,CLEARED
SC-2328,CLEARED
SC-2329,CLEARED
SC-2330,CLEARED
SC-2331,CLEARED
SC-2332,CLEARED
SC-2333,CLEARED
SC-2334,CLEARED
SC-2335,CLEARED
SC-2336,CLEARED
SC-2337,CLEARED
SC-2338,CLEARED
SC-2339,CLEARED
SC-2340,CLEARED
SC-2341,CLEARED
SC-2342,CLEARED
SC-2343,CLEARED
SC-2344,CLEARED
SC-2345,CLEARED
SC-2346,CLEARED
SC-2347,CLEARED
SC-2348,CLEARED
SC-2349,CLEARED
SC-2350,CLEARED
SC-2351,CLEARED
SC-2352,CLEARED
SC-2353,CLEARED
SC-2354,CLEARED
SC-2355,CLEARED
SC-2356,CLEARED
SC-2357,CLEARED
SC-2358,CLEARED
SC-2359,CLEARED
SC-2360,CLEARED
SC-2361,CLEARED
SC-2362,CLEARED
SC-2363,CLEARED
SC-2364,CLEARED
SC-2365,CLEARED
SC-2366,CLEARED
SC-2367,CLEARED
SC-2368,CLEARED
SC-2369,CLEARED
SC-2370,CLEARED
SC-2371,CLEARED
SC-2372,CLEARED
SC-2373,CLEARED
SC-2374,CLEARED
SC-2375,CLEARED
SC-2376,CLEARED
SC-2377,CLEARED
SC-2378,CLEARED
SC-2379,CLEARED
SC-2380,CLEARED
SC-2381,CLEARED
SC-2382,CLEARED
SC-2383,CLEARED
SC-2384,CLEARED
SC-2385,CLEARED
SC-2386,CLEARED
SC-2387,CLEARED
SC-2388,CLEARED
SC-2389,CLEARED
SC-2390,CLEARED
SC-2391,CLEARED
SC-2392,CLEARED
SC-2393,CLEARED
SC-2394,CLEARED
SC-2395,CLEARED
SC-2396,CLEARED
SC-2397,CLEARED
SC-2398,CLEARED
SC-2399,CLEARED
SC-2400,CLEARED
SC-2401,CLEARED
SC-2402,CLEARED
SC-2403,CLEARED
SC-2404,CLEARED
SC-2405,CLEARED
SC-2406,CLEARED
SC-2407,CLEARED
SC-2408,CLEARED
SC-2409,CLEARED
SC-2410,CLEARED
SC-2411,CLEARED
SC-2412,CLEARED
SC-2413,CLEARED
SC-2414,CLEARED
SC-2415,CLEARED
SC-2416,CLEARED
SC-2417,CLEARED
SC-2418,CLEARED
SC-2419,CLEARED
SC-2420,CLEARED
SC-2421,CLEARED
SC-2422,CLEARED
SC-2423,CLEARED
SC-2424,CLEARED
SC-2425,CLEARED
SC-2426,CLEARED
SC-2427,CLEARED
SC-2428,CLEARED
SC-2429,CLEARED
SC-2430,CLEARED
SC-2431,CLEARED
SC-2432,CLEARED
SC-2433,CLEARED
SC-2434,CLEARED
SC-2435,CLEARED
SC-2436,CLEARED
SC-2437,CLEARED
SC-2438,CLEARED
SC-2439,CLEARED
SC-2440,CLEARED
SC-2441,CLEARED
SC-2442,CLEARED
SC-2443,CLEARED
SC-2444,CLEARED
SC-2445,CLEARED
SC-2446,CLEARED
SC-2447,CLEARED
SC-2448,CLEARED
SC-2449,CLEARED
SC-2450,CLEARED
SC-2451,CLEARED
SC-2452,CLEARED
SC-2453,CLEARED
SC-2454,CLEARED
SC-2455,CLEARED
SC-2456,CLEARED
SC-2457,CLEARED
SC-2458,CLEARED
SC-2459,CLEARED
SC-2460,CLEARED
SC-2461,CLEARED
SC-2462,CLEARED
SC-2463,CLEARED
SC-2464,CLEARED
SC-2465,CLEARED
SC-2466,CLEARED
SC-2467,CLEARED
SC-2468,CLEARED
SC-2469,CLEARED
SC-2470,CLEARED
SC-2471,CLEARED
SC-2472,CLEARED
SC-2473,CLEARED
SC-2474,CLEARED
SC-2475,CLEARED
SC-2476,CLEARED
SC-2477,CLEARED
SC-2478,CLEARED
SC-2479,CLEARED
SC-2480,CLEARED
SC-2481,CLEARED
