script_id,is_verbatim_testimony,uses_negation_pivot,has_scripture_ref,scripture_cited,runtime_minutes,opening_line,body_excerpt,scripture_text
SC-684,False,False,False,False,6,Standard content.,Standard content.,
SC-685,False,False,False,False,6,Standard content.,Standard content.,
SC-686,False,False,False,False,6,Standard content.,Standard content.,
SC-687,False,False,False,False,6,Standard content.,Standard content.,
SC-688,False,False,False,False,6,Standard content.,Standard content.,
SC-689,False,False,False,False,6,Standard content.,Standard content.,
SC-690,False,False,False,False,6,Standard content.,Standard content.,
SC-691,False,False,False,False,6,Standard content.,Standard content.,
SC-692,False,False,False,False,6,Standard content.,Standard content.,
SC-693,False,False,False,False,6,Standard content.,Standard content.,
SC-694,False,False,False,False,6,Standard content.,Standard content.,
SC-695,False,False,False,False,6,Standard content.,Standard content.,
SC-696,False,False,False,False,6,Standard content.,Standard content.,
SC-697,False,False,False,False,6,Standard content.,Standard content.,
SC-698,False,False,False,False,6,Standard content.,Standard content.,
SC-699,False,False,False,False,6,Standard content.,Standard content.,
SC-700,False,False,False,False,6,Standard content.,Standard content.,
SC-701,False,False,False,False,6,Standard content.,Standard content.,
SC-702,False,False,False,False,6,Standard content.,Standard content.,
SC-703,False,False,False,False,6,Standard content.,Standard content.,
SC-704,False,False,False,False,6,Standard content.,Standard content.,
SC-705,False,False,False,False,6,Standard content.,Standard content.,
SC-706,False,False,False,False,6,Standard content.,Standard content.,
SC-707,False,False,False,False,08,Standard content.,Standard content.,
SC-708,False,False,False,False,8,Standard content.,Standard content.,
SC-709,False,False,False,False,08.0,Standard content.,Standard content.,
SC-710,False,False,False,False,8.0,Standard content.,Standard content.,
SC-711,False,False,False,False,+8,Standard content.,Standard content.,
SC-712,False,False,False,False, 8 ,Standard content.,Standard content.,
SC-713,False,False,False,False,08 ,Standard content.,Standard content.,
SC-714,False,False,False,False, 08,Standard content.,Standard content.,
SC-715,False,False,False,False,+1,Standard content.,Standard content.,
SC-716,False,False,False,False,1,Standard content.,Standard content.,
SC-717,False,False,False,False,+1 ,Standard content.,Standard content.,
SC-718,False,False,False,False, +1,Standard content.,Standard content.,
SC-719,False,False,False,False,+1.0,Standard content.,Standard content.,
SC-720,False,False,False,False,1.0,Standard content.,Standard content.,
SC-721,False,False,False,False,-1,Standard content.,Standard content.,
SC-722,False,False,False,False,-1.0,Standard content.,Standard content.,
SC-723,False,False,False,False, -1 ,Standard content.,Standard content.,
SC-724,False,False,False,False,0,Standard content.,Standard content.,
SC-725,False,False,False,False,+0,Standard content.,Standard content.,
SC-726,False,False,False,False,-0,Standard content.,Standard content.,
SC-727,False,False,False,False,6,Standard content.,Standard content.,
SC-728,False,False,False,False,6,Standard content.,Standard content.,
SC-729,False,False,False,False,6,Standard content.,Standard content.,
SC-730,False,False,False,False,6,Standard content.,Standard content.,
SC-731,False,False,False,False,6,Standard content.,Standard content.,
SC-732,False,False,False,False,6,Standard content.,Standard content.,
SC-733,False,False,False,False,6,Standard content.,Standard content.,
SC-734,False,False,False,False,6,Standard content.,Standard content.,
SC-735,False,False,False,False,3,Standard content.,Standard content.,
SC-736,False,False,False,False,3.5,Standard content.,Standard content.,
SC-737,False,False,False,False,3.9,Standard content.,Standard content.,
SC-738,False,False,False,False,4,Standard content.,Standard content.,
SC-739,False,False,False,False,4.0,Standard content.,Standard content.,
SC-740,False,False,False,False,5,Standard content.,Standard content.,
SC-741,False,False,False,False,5.5,Standard content.,Standard content.,
SC-742,False,False,False,False,5.9,Standard content.,Standard content.,
SC-743,False,False,False,False,6,Standard content.,Standard content.,
SC-744,False,False,False,False,6.5,Standard content.,Standard content.,
SC-745,False,False,False,False,7,Standard content.,Standard content.,
SC-746,False,False,False,False,7.0,Standard content.,Standard content.,
SC-747,False,False,False,False,7.1,Standard content.,Standard content.,
SC-748,False,False,False,False,7.5,Standard content.,Standard content.,
SC-749,False,False,False,False,8,Standard content.,Standard content.,
SC-750,False,False,False,False,8.0,Standard content.,Standard content.,
SC-751,False,False,False,False,8.5,Standard content.,Standard content.,
SC-752,False,False,False,False,9,Standard content.,Standard content.,
SC-753,False,False,False,False,9.5,Standard content.,Standard content.,
SC-754,False,False,False,False,10,Standard content.,Standard content.,
SC-755,False,False,False,False,10.0,Standard content.,Standard content.,
SC-756,False,False,False,False,10.1,Standard content.,Standard content.,
SC-757,False,False,False,False,10.5,Standard content.,Standard content.,
SC-758,False,False,False,False,11,Standard content.,Standard content.,
SC-759,False,False,False,False,11.5,Standard content.,Standard content.,
SC-760,False,False,False,False,12,Standard content.,Standard content.,
SC-761,False,False,False,False,0,Standard content.,Standard content.,
SC-762,False,False,False,False,-1,Standard content.,Standard content.,
SC-763,False,False,False,False,100,Standard content.,Standard content.,
SC-764,False,False,False,False,3,Standard content.,Standard content.,
SC-765,False,False,False,False,3.5,Standard content.,Standard content.,
SC-766,False,False,False,False,4,Standard content.,Standard content.,
SC-767,False,False,False,False,5,Standard content.,Standard content.,
SC-768,False,False,False,False,5.5,Standard content.,Standard content.,
SC-769,False,False,False,False,5.9,Standard content.,Standard content.,
SC-770,False,False,False,False,6,Standard content.,Standard content.,
SC-771,False,False,False,False,6.0,Standard content.,Standard content.,
SC-772,False,False,False,False,6.5,Standard content.,Standard content.,
SC-773,False,False,False,False,8,Standard content.,Standard content.,
SC-774,False,False,False,False,8.5,Standard content.,Standard content.,
SC-775,False,False,False,False,9,Standard content.,Standard content.,
SC-776,False,False,False,False,9.5,Standard content.,Standard content.,
SC-777,False,False,False,False,10,Standard content.,Standard content.,
SC-778,False,False,False,False,10.0,Standard content.,Standard content.,
SC-779,False,False,False,False,10.1,Standard content.,Standard content.,
SC-780,False,False,False,False,10.5,Standard content.,Standard content.,
SC-781,False,False,False,False,11,Standard content.,Standard content.,
SC-782,False,False,False,False,11.5,Standard content.,Standard content.,
SC-783,False,False,False,False,12,Standard content.,Standard content.,
SC-784,False,False,False,False,0,Standard content.,Standard content.,
SC-785,False,False,False,False,-1,Standard content.,Standard content.,
SC-786,False,False,False,False,100,Standard content.,Standard content.,
SC-787,False,False,False,False,8,Standard content.,Standard content.,
SC-788,False,False,False,False,8,Standard content.,Standard content.,
SC-789,False,False,False,False,8,Standard content.,Standard content.,
SC-790,False,False,False,False,8,Standard content.,Standard content.,
SC-791,False,False,False,False,8,Standard content.,Standard content.,
SC-792,False,False,False,False,6,Standard content.,Standard content.,
SC-793,False,False,False,False,6,Standard content.,Standard content.,
SC-794,False,False,False,False,5,Standard content.,Standard content.,
SC-795,False,False,False,False,5,Standard content.,Standard content.,
SC-796,False,False,False,False,5,Standard content.,Standard content.,
SC-797,False,False,False,False,10,Standard content.,Standard content.,
SC-798,False,False,False,False,10,Standard content.,Standard content.,
SC-799,False,False,False,False,10,Standard content.,Standard content.,
SC-800,False,False,False,False,10,Standard content.,Standard content.,
SC-801,False,False,False,False,7,Standard content.,Standard content.,
SC-802,False,False,False,False,7,Standard content.,Standard content.,
SC-803,False,False,False,False,7,Standard content.,Standard content.,
SC-804,False,False,False,False,5,Standard content.,Standard content.,
SC-805,False,False,False,False,5,Standard content.,Standard content.,
SC-806,False,False,False,False,4,Standard content.,Standard content.,
SC-807,False,False,False,False,4,Standard content.,Standard content.,
SC-808,False,False,False,False,9,Standard content.,Standard content.,
SC-809,False,False,False,False,9,Standard content.,Standard content.,
SC-810,False,False,False,False,9,Standard content.,Standard content.,
SC-811,False,False,False,False,9,Standard content.,Standard content.,
SC-812,False,False,False,False,9,Standard content.,Standard content.,
SC-813,False,False,False,False,11,Standard content.,Standard content.,
SC-814,False,False,False,False,11,Standard content.,Standard content.,
SC-815,False,False,False,False,11,Standard content.,Standard content.,
SC-816,False,False,False,False,11,Standard content.,Standard content.,
SC-817,False,False,False,False,7,Standard content.,Standard content.,
SC-818,False,False,False,False,10,Standard content.,Standard content.,
SC-819,False,False,False,False,10,Standard content.,Standard content.,
SC-820,False,False,False,False,10,Standard content.,Standard content.,
SC-821,False,False,False,False,10,Standard content.,Standard content.,
SC-822,False,False,False,False,7,Standard content.,Standard content.,
SC-823,False,False,False,False,7,Standard content.,Standard content.,
SC-824,False,False,False,False,7,Standard content.,Standard content.,
SC-825,False,False,False,False,5,Standard content.,Standard content.,
SC-826,False,False,False,False,5,Standard content.,Standard content.,
SC-827,False,False,False,False,4,Standard content.,Standard content.,
SC-828,False,False,False,False,4,Standard content.,Standard content.,
SC-829,False,False,False,False,9,Standard content.,Standard content.,
SC-830,False,False,False,False,9,Standard content.,Standard content.,
SC-831,False,False,False,False,9,Standard content.,Standard content.,
SC-832,False,False,False,False,9,Standard content.,Standard content.,
SC-833,False,False,False,False,9,Standard content.,Standard content.,
SC-834,False,False,False,False,11,Standard content.,Standard content.,
SC-835,False,False,False,False,11,Standard content.,Standard content.,
SC-836,False,False,False,False,11,Standard content.,Standard content.,
SC-837,False,False,False,False,11,Standard content.,Standard content.,
SC-838,False,False,False,False,5,Standard content.,Standard content.,
SC-839,False,False,False,False,6,Standard content.,Standard content.,
SC-840,False,False,False,False,6,Standard content.,Standard content.,
SC-841,False,False,False,False,6,Standard content.,Standard content.,
SC-842,False,False,False,False,6,Standard content.,Standard content.,
SC-843,False,False,False,False,6,Standard content.,Standard content.,
SC-844,False,False,False,False,6,Standard content.,Standard content.,
SC-845,False,False,False,False,6,Standard content.,Standard content.,
SC-846,False,False,False,False,6,Standard content.,Standard content.,
SC-847,False,False,False,False,6,Standard content.,Standard content.,
SC-848,False,False,False,False,6,Standard content.,Standard content.,
SC-849,False,False,False,False,6,Standard content.,Standard content.,
SC-850,False,False,False,False,6,Standard content.,Standard content.,
SC-851,False,False,False,False,6,Standard content.,Standard content.,
SC-852,False,False,False,False,6,Standard content.,Standard content.,
SC-853,False,False,False,False,6,Standard content.,Standard content.,
SC-854,False,False,False,False,6,Standard content.,Standard content.,
SC-855,False,False,False,False,6,Standard content.,Standard content.,
SC-856,False,False,False,False,6,Standard content.,Standard content.,
SC-857,False,False,False,False,6,Standard content.,Standard content.,
SC-858,False,False,False,False,6,Standard content.,Standard content.,
SC-859,False,False,False,False,6,Standard content.,Standard content.,
SC-860,False,False,False,False,6,Standard content.,Standard content.,
SC-861,False,False,False,False,6,Standard content.,Standard content.,
SC-862,False,False,False,False,6,Standard content.,Standard content.,
SC-863,False,False,False,False,6,Standard content.,Standard content.,
SC-864,False,False,False,False,6,Standard content.,Standard content.,
SC-865,False,False,False,False,6,Standard content.,Standard content.,
SC-866,False,False,False,False,6,Standard content.,Standard content.,
SC-867,False,False,False,False,6,Standard content.,Standard content.,
SC-868,False,False,False,False,6,Standard content.,Standard content.,
SC-869,False,False,False,False,6,Standard content.,Standard content.,
SC-870,False,False,False,False,6,Standard content.,Standard content.,
SC-871,False,False,False,False,6,Standard content.,Standard content.,
SC-872,False,False,False,False,6,Standard content.,Standard content.,
SC-873,False,False,False,False,6,Standard content.,Standard content.,
SC-874,False,False,False,False,6,Standard content.,Standard content.,
SC-875,False,False,False,False,6,Standard content.,Standard content.,
SC-876,False,False,False,False,6,Standard content.,Standard content.,
SC-877,False,False,False,False,6,Standard content.,Standard content.,
SC-878,False,False,False,False,6,Standard content.,Standard content.,
SC-879,False,False,False,False,6,Standard content.,Standard content.,
SC-880,False,False,False,False,6,Standard content.,Standard content.,
SC-881,False,False,False,False,6,Standard content.,Standard content.,
SC-882,False,False,False,False,6,Standard content.,Standard content.,
SC-883,False,False,False,False,6,Standard content.,Standard content.,
SC-884,False,False,False,False,6,Standard content.,Standard content.,
SC-885,False,False,False,False,6,Standard content.,Standard content.,
SC-886,False,False,False,False,6,Standard content.,Standard content.,
SC-887,False,False,False,False,6,Standard content.,Standard content.,
SC-888,False,False,False,False,6,Standard content.,Standard content.,
SC-889,False,False,False,False,6,Standard content.,Standard content.,
SC-890,False,False,False,False,6,Standard content.,Standard content.,
SC-891,False,False,False,False,6,Standard content.,Standard content.,
SC-892,False,False,False,False,6,Standard content.,Standard content.,
SC-893,False,False,False,False,6,Standard content.,Standard content.,
SC-894,False,False,False,False,6,Standard content.,Standard content.,
SC-895,False,False,False,False,6,Standard content.,Standard content.,
SC-896,False,False,False,False,6,Standard content.,Standard content.,
SC-897,False,False,False,False,6,Standard content.,Standard content.,
SC-898,False,False,False,False,6,Standard content.,Standard content.,
SC-899,False,False,False,False,6,Standard content.,Standard content.,
SC-900,False,False,False,False,6,Standard content.,Standard content.,
SC-901,False,False,False,False,6,Standard content.,Standard content.,
SC-902,False,False,False,False,6,Standard content.,Standard content.,
SC-903,False,False,False,False,6,Standard content.,Standard content.,
SC-904,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-905,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-906,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-907,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-908,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-909,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-910,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-911,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-912,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-913,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-914,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-915,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-916,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-917,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-918,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-919,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-920,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-921,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-922,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-923,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-924,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-925,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-926,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-927,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-928,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-929,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-930,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-931,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-932,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-933,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-934,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-935,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-936,False,False,true,true,6,Scripture allusion.,Standard content.,Psalms 23:1
SC-937,False,False,true,true,6,Scripture allusion.,Standard content.,Psalms 91:1
SC-938,False,False,true,true,6,Scripture allusion.,Standard content.,Psalms 51:10
SC-939,False,False,true,true,6,Scripture allusion.,Standard content.,Proverbs 3:5
SC-940,False,False,true,true,6,Scripture allusion.,Standard content.,Isaiah 53:5
SC-941,False,False,true,yes,6,Scripture allusion.,Standard content.,
SC-942,False,False,true,yes,6,Scripture allusion.,Standard content.,
SC-943,False,False,true,yes,6,Scripture allusion.,Standard content.,
SC-944,False,False,true,yes,6,Scripture allusion.,Standard content.,
SC-945,False,False,true,yes,6,Scripture allusion.,Standard content.,
SC-946,False,False,true,1,6,Scripture allusion.,Standard content.,
SC-947,False,False,true,1,6,Scripture allusion.,Standard content.,
SC-948,False,False,true,1,6,Scripture allusion.,Standard content.,
SC-949,False,False,true,1,6,Scripture allusion.,Standard content.,
SC-950,False,False,true,1,6,Scripture allusion.,Standard content.,
SC-951,False,False,true,Y,6,Scripture allusion.,Standard content.,
SC-952,False,False,true,Y,6,Scripture allusion.,Standard content.,
SC-953,False,False,true,Y,6,Scripture allusion.,Standard content.,
SC-954,False,False,true,Y,6,Scripture allusion.,Standard content.,
SC-955,False,False,true,Y,6,Scripture allusion.,Standard content.,
SC-956,False,False,true,TRUE!,6,Scripture allusion.,Standard content.,
SC-957,False,False,true,TRUE!,6,Scripture allusion.,Standard content.,
SC-958,False,False,true,TRUE!,6,Scripture allusion.,Standard content.,
SC-959,False,False,true,TRUE!,6,Scripture allusion.,Standard content.,
SC-960,False,False,true,TRUE!,6,Scripture allusion.,Standard content.,
SC-961,False,False,true,false,6,Scripture allusion.,Standard content.,
SC-962,False,False,true,false,6,Scripture allusion.,Standard content.,
SC-963,False,False,true,false,6,Scripture allusion.,Standard content.,
SC-964,False,False,true,false,6,Scripture allusion.,Standard content.,
SC-965,False,False,true,false,6,Scripture allusion.,Standard content.,
SC-966,False,False,true,,6,Scripture allusion.,Standard content.,
SC-967,False,False,true,,6,Scripture allusion.,Standard content.,
SC-968,False,False,true,,6,Scripture allusion.,Standard content.,
SC-969,False,False,true,,6,Scripture allusion.,Standard content.,
SC-970,False,False,true,,6,Scripture allusion.,Standard content.,
SC-971,False,False,yes,true,6,Scripture allusion.,Standard content.,
SC-972,False,False,yes,true,6,Scripture allusion.,Standard content.,
SC-973,False,False,yes,true,6,Scripture allusion.,Standard content.,
SC-974,False,False,yes,true,6,Scripture allusion.,Standard content.,
SC-975,False,False,yes,true,6,Scripture allusion.,Standard content.,
SC-976,False,False,yes,yes,6,Scripture allusion.,Standard content.,
SC-977,False,False,yes,yes,6,Scripture allusion.,Standard content.,
SC-978,False,False,yes,yes,6,Scripture allusion.,Standard content.,
SC-979,False,False,yes,yes,6,Scripture allusion.,Standard content.,
SC-980,False,False,yes,yes,6,Scripture allusion.,Standard content.,
SC-981,False,False,yes,1,6,Scripture allusion.,Standard content.,
SC-982,False,False,yes,1,6,Scripture allusion.,Standard content.,
SC-983,False,False,yes,1,6,Scripture allusion.,Standard content.,
SC-984,False,False,yes,1,6,Scripture allusion.,Standard content.,
SC-985,False,False,yes,1,6,Scripture allusion.,Standard content.,
SC-986,False,False,yes,Y,6,Scripture allusion.,Standard content.,
SC-987,False,False,yes,Y,6,Scripture allusion.,Standard content.,
SC-988,False,False,yes,Y,6,Scripture allusion.,Standard content.,
SC-989,False,False,yes,Y,6,Scripture allusion.,Standard content.,
SC-990,False,False,yes,Y,6,Scripture allusion.,Standard content.,
SC-991,False,False,yes,TRUE!,6,Scripture allusion.,Standard content.,
SC-992,False,False,yes,TRUE!,6,Scripture allusion.,Standard content.,
SC-993,False,False,yes,TRUE!,6,Scripture allusion.,Standard content.,
SC-994,False,False,yes,TRUE!,6,Scripture allusion.,Standard content.,
SC-995,False,False,yes,TRUE!,6,Scripture allusion.,Standard content.,
SC-996,False,False,yes,false,6,Scripture allusion.,Standard content.,
SC-997,False,False,yes,false,6,Scripture allusion.,Standard content.,
SC-998,False,False,yes,false,6,Scripture allusion.,Standard content.,
SC-999,False,False,yes,false,6,Scripture allusion.,Standard content.,
SC-1000,False,False,yes,false,6,Scripture allusion.,Standard content.,
SC-1001,False,False,yes,,6,Scripture allusion.,Standard content.,
SC-1002,False,False,yes,,6,Scripture allusion.,Standard content.,
SC-1003,False,False,yes,,6,Scripture allusion.,Standard content.,
SC-1004,False,False,yes,,6,Scripture allusion.,Standard content.,
SC-1005,False,False,yes,,6,Scripture allusion.,Standard content.,
SC-1006,False,False,1,true,6,Scripture allusion.,Standard content.,
SC-1007,False,False,1,true,6,Scripture allusion.,Standard content.,
SC-1008,False,False,1,true,6,Scripture allusion.,Standard content.,
SC-1009,False,False,1,true,6,Scripture allusion.,Standard content.,
SC-1010,False,False,1,true,6,Scripture allusion.,Standard content.,
SC-1011,False,False,1,yes,6,Scripture allusion.,Standard content.,
SC-1012,False,False,1,yes,6,Scripture allusion.,Standard content.,
SC-1013,False,False,1,yes,6,Scripture allusion.,Standard content.,
SC-1014,False,False,1,yes,6,Scripture allusion.,Standard content.,
SC-1015,False,False,1,yes,6,Scripture allusion.,Standard content.,
SC-1016,False,False,1,1,6,Scripture allusion.,Standard content.,
SC-1017,False,False,1,1,6,Scripture allusion.,Standard content.,
SC-1018,False,False,1,1,6,Scripture allusion.,Standard content.,
SC-1019,False,False,1,1,6,Scripture allusion.,Standard content.,
SC-1020,False,False,1,1,6,Scripture allusion.,Standard content.,
SC-1021,False,False,1,Y,6,Scripture allusion.,Standard content.,
SC-1022,False,False,1,Y,6,Scripture allusion.,Standard content.,
SC-1023,False,False,1,Y,6,Scripture allusion.,Standard content.,
SC-1024,False,False,1,Y,6,Scripture allusion.,Standard content.,
SC-1025,False,False,1,Y,6,Scripture allusion.,Standard content.,
SC-1026,False,False,1,TRUE!,6,Scripture allusion.,Standard content.,
SC-1027,False,False,1,TRUE!,6,Scripture allusion.,Standard content.,
SC-1028,False,False,1,TRUE!,6,Scripture allusion.,Standard content.,
SC-1029,False,False,1,TRUE!,6,Scripture allusion.,Standard content.,
SC-1030,False,False,1,TRUE!,6,Scripture allusion.,Standard content.,
SC-1031,False,False,1,false,6,Scripture allusion.,Standard content.,
SC-1032,False,False,1,false,6,Scripture allusion.,Standard content.,
SC-1033,False,False,1,false,6,Scripture allusion.,Standard content.,
SC-1034,False,False,1,false,6,Scripture allusion.,Standard content.,
SC-1035,False,False,1,false,6,Scripture allusion.,Standard content.,
SC-1036,False,False,1,,6,Scripture allusion.,Standard content.,
SC-1037,False,False,1,,6,Scripture allusion.,Standard content.,
SC-1038,False,False,1,,6,Scripture allusion.,Standard content.,
SC-1039,False,False,1,,6,Scripture allusion.,Standard content.,
SC-1040,False,False,1,,6,Scripture allusion.,Standard content.,
SC-1041,False,False,Y,true,6,Scripture allusion.,Standard content.,
SC-1042,False,False,Y,true,6,Scripture allusion.,Standard content.,
SC-1043,False,False,Y,true,6,Scripture allusion.,Standard content.,
SC-1044,False,False,Y,true,6,Scripture allusion.,Standard content.,
SC-1045,False,False,Y,true,6,Scripture allusion.,Standard content.,
SC-1046,False,False,Y,yes,6,Scripture allusion.,Standard content.,
SC-1047,False,False,Y,yes,6,Scripture allusion.,Standard content.,
SC-1048,False,False,Y,yes,6,Scripture allusion.,Standard content.,
SC-1049,False,False,Y,yes,6,Scripture allusion.,Standard content.,
SC-1050,False,False,Y,yes,6,Scripture allusion.,Standard content.,
SC-1051,False,False,Y,1,6,Scripture allusion.,Standard content.,
SC-1052,False,False,Y,1,6,Scripture allusion.,Standard content.,
SC-1053,False,False,Y,1,6,Scripture allusion.,Standard content.,
SC-1054,False,False,Y,1,6,Scripture allusion.,Standard content.,
SC-1055,False,False,Y,1,6,Scripture allusion.,Standard content.,
SC-1056,False,False,Y,Y,6,Scripture allusion.,Standard content.,
SC-1057,False,False,Y,Y,6,Scripture allusion.,Standard content.,
SC-1058,False,False,Y,Y,6,Scripture allusion.,Standard content.,
SC-1059,False,False,Y,Y,6,Scripture allusion.,Standard content.,
SC-1060,False,False,Y,Y,6,Scripture allusion.,Standard content.,
SC-1061,False,False,Y,TRUE!,6,Scripture allusion.,Standard content.,
SC-1062,False,False,Y,TRUE!,6,Scripture allusion.,Standard content.,
SC-1063,False,False,Y,TRUE!,6,Scripture allusion.,Standard content.,
SC-1064,False,False,Y,TRUE!,6,Scripture allusion.,Standard content.,
SC-1065,False,False,Y,TRUE!,6,Scripture allusion.,Standard content.,
SC-1066,False,False,Y,false,6,Scripture allusion.,Standard content.,
SC-1067,False,False,Y,false,6,Scripture allusion.,Standard content.,
SC-1068,False,False,Y,false,6,Scripture allusion.,Standard content.,
SC-1069,False,False,Y,false,6,Scripture allusion.,Standard content.,
SC-1070,False,False,Y,false,6,Scripture allusion.,Standard content.,
SC-1071,False,False,Y,,6,Scripture allusion.,Standard content.,
SC-1072,False,False,Y,,6,Scripture allusion.,Standard content.,
SC-1073,False,False,Y,,6,Scripture allusion.,Standard content.,
SC-1074,False,False,Y,,6,Scripture allusion.,Standard content.,
SC-1075,False,False,Y,,6,Scripture allusion.,Standard content.,
SC-1076,False,False,TRUE!,true,6,Scripture allusion.,Standard content.,
SC-1077,False,False,TRUE!,true,6,Scripture allusion.,Standard content.,
SC-1078,False,False,TRUE!,true,6,Scripture allusion.,Standard content.,
SC-1079,False,False,TRUE!,true,6,Scripture allusion.,Standard content.,
SC-1080,False,False,TRUE!,true,6,Scripture allusion.,Standard content.,
SC-1081,False,False,TRUE!,yes,6,Scripture allusion.,Standard content.,
SC-1082,False,False,TRUE!,yes,6,Scripture allusion.,Standard content.,
SC-1083,False,False,TRUE!,yes,6,Scripture allusion.,Standard content.,
SC-1084,False,False,TRUE!,yes,6,Scripture allusion.,Standard content.,
SC-1085,False,False,TRUE!,yes,6,Scripture allusion.,Standard content.,
SC-1086,False,False,TRUE!,1,6,Scripture allusion.,Standard content.,
SC-1087,False,False,TRUE!,1,6,Scripture allusion.,Standard content.,
SC-1088,False,False,TRUE!,1,6,Scripture allusion.,Standard content.,
SC-1089,False,False,TRUE!,1,6,Scripture allusion.,Standard content.,
SC-1090,False,False,TRUE!,1,6,Scripture allusion.,Standard content.,
SC-1091,False,False,TRUE!,Y,6,Scripture allusion.,Standard content.,
SC-1092,False,False,TRUE!,Y,6,Scripture allusion.,Standard content.,
SC-1093,False,False,TRUE!,Y,6,Scripture allusion.,Standard content.,
SC-1094,False,False,TRUE!,Y,6,Scripture allusion.,Standard content.,
SC-1095,False,False,TRUE!,Y,6,Scripture allusion.,Standard content.,
SC-1096,False,False,TRUE!,TRUE!,6,Scripture allusion.,Standard content.,
SC-1097,False,False,TRUE!,TRUE!,6,Scripture allusion.,Standard content.,
SC-1098,False,False,TRUE!,TRUE!,6,Scripture allusion.,Standard content.,
SC-1099,False,False,TRUE!,TRUE!,6,Scripture allusion.,Standard content.,
SC-1100,False,False,TRUE!,TRUE!,6,Scripture allusion.,Standard content.,
SC-1101,False,False,TRUE!,false,6,Scripture allusion.,Standard content.,
SC-1102,False,False,TRUE!,false,6,Scripture allusion.,Standard content.,
SC-1103,False,False,TRUE!,false,6,Scripture allusion.,Standard content.,
SC-1104,False,False,TRUE!,false,6,Scripture allusion.,Standard content.,
SC-1105,False,False,TRUE!,false,6,Scripture allusion.,Standard content.,
SC-1106,False,False,TRUE!,,6,Scripture allusion.,Standard content.,
SC-1107,False,False,TRUE!,,6,Scripture allusion.,Standard content.,
SC-1108,False,False,TRUE!,,6,Scripture allusion.,Standard content.,
SC-1109,False,False,TRUE!,,6,Scripture allusion.,Standard content.,
SC-1110,False,False,TRUE!,,6,Scripture allusion.,Standard content.,
SC-1111,False,False,false,true,6,Scripture allusion.,Standard content.,
SC-1112,False,False,false,true,6,Scripture allusion.,Standard content.,
SC-1113,False,False,false,true,6,Scripture allusion.,Standard content.,
SC-1114,False,False,false,true,6,Scripture allusion.,Standard content.,
SC-1115,False,False,false,true,6,Scripture allusion.,Standard content.,
SC-1116,False,False,false,yes,6,Scripture allusion.,Standard content.,
SC-1117,False,False,false,yes,6,Scripture allusion.,Standard content.,
SC-1118,False,False,false,yes,6,Scripture allusion.,Standard content.,
SC-1119,False,False,false,yes,6,Scripture allusion.,Standard content.,
SC-1120,False,False,false,yes,6,Scripture allusion.,Standard content.,
SC-1121,False,False,false,1,6,Scripture allusion.,Standard content.,
SC-1122,False,False,false,1,6,Scripture allusion.,Standard content.,
SC-1123,False,False,false,1,6,Scripture allusion.,Standard content.,
SC-1124,False,False,false,1,6,Scripture allusion.,Standard content.,
SC-1125,False,False,false,1,6,Scripture allusion.,Standard content.,
SC-1126,False,False,false,Y,6,Scripture allusion.,Standard content.,
SC-1127,False,False,false,Y,6,Scripture allusion.,Standard content.,
SC-1128,False,False,false,Y,6,Scripture allusion.,Standard content.,
SC-1129,False,False,false,Y,6,Scripture allusion.,Standard content.,
SC-1130,False,False,false,Y,6,Scripture allusion.,Standard content.,
SC-1131,False,False,false,TRUE!,6,Scripture allusion.,Standard content.,
