script_id,speech_source
SC-1460,presenter
SC-1461,presenter
SC-1462,third_party_testimony
SC-1463,third_party
SC-1464,presenter
SC-1465,presenter
SC-1466,third_party_testimony
SC-1467,third_party
SC-1468,presenter
SC-1469,presenter
SC-1470,third_party_testimony
SC-1471,third_party
SC-1472,presenter
SC-1473,presenter
SC-1474,third_party_testimony
SC-1475,third_party
SC-1476,presenter
SC-1477,presenter
SC-1478,third_party_testimony
SC-1479,third_party
SC-1480,presenter
SC-1481,presenter
SC-1482,third_party_testimony
SC-1483,third_party
SC-1484,presenter
SC-1485,presenter
SC-1486,third_party_testimony
SC-1487,third_party
SC-1488,presenter
SC-1489,presenter
SC-1490,third_party_testimony
SC-1491,third_party
SC-1492,presenter
SC-1493,presenter
SC-1494,third_party_testimony
SC-1495,third_party
SC-1496,presenter
SC-1497,presenter
SC-1498,third_party_testimony
SC-1499,third_party
SC-1500,presenter
SC-1501,presenter
SC-1502,third_party_testimony
SC-1503,third_party
SC-1504,presenter
SC-1505,presenter
SC-1506,presenter
SC-1507,presenter
SC-1508,presenter
SC-1509,presenter
SC-1510,presenter
SC-1511,presenter
SC-1512,presenter
SC-1513,presenter
SC-1514,presenter
SC-1515,presenter
SC-1516,presenter
SC-1517,presenter
SC-1518,presenter
SC-1519,presenter
SC-1520,presenter
SC-1521,presenter
SC-1522,presenter
SC-1523,presenter
SC-1524,presenter
SC-1525,presenter
SC-1526,presenter
SC-1527,presenter
SC-1528,presenter
SC-1529,presenter
SC-1530,presenter
SC-1531,presenter
SC-1532,presenter
SC-1533,presenter
SC-1534,presenter
SC-1535,presenter
SC-1536,presenter
SC-1537,presenter
SC-1538,presenter
SC-1539,presenter
SC-1540,presenter
SC-1541,presenter
SC-1542,presenter
SC-1543,presenter
SC-1544,presenter
SC-1545,presenter
SC-1546,presenter
SC-1547,presenter
SC-1548,presenter
SC-1549,presenter
SC-1550,presenter
SC-1551,presenter
SC-1552,presenter
SC-1553,presenter
SC-1554,presenter
SC-1555,presenter
SC-1556,presenter
SC-1557,presenter
SC-1558,presenter
SC-1559,presenter
SC-1560,presenter
SC-1561,presenter
SC-1562,presenter
SC-1563,presenter
SC-1564,presenter
SC-1565,presenter
SC-1566,presenter
SC-1567,presenter
SC-1568,presenter
SC-1569,presenter
SC-1570,presenter
SC-1571,presenter
SC-1572,presenter
SC-1573,presenter
SC-1574,presenter
SC-1575,presenter
SC-1576,presenter
SC-1577,presenter
SC-1578,presenter
SC-1579,presenter
SC-1580,presenter
SC-1581,presenter
SC-1582,presenter
SC-1583,presenter
SC-1584,presenter
SC-1585,presenter
SC-1586,presenter
SC-1587,presenter
SC-1588,presenter
SC-1589,presenter
SC-1590,presenter
SC-1591,presenter
SC-1592,presenter
SC-1593,presenter
SC-1594,presenter
SC-1595,presenter
SC-1596,presenter
SC-1597,presenter
SC-1598,presenter
SC-1599,presenter
SC-1600,presenter
SC-1601,presenter
SC-1602,presenter
SC-1603,presenter
SC-1604,presenter
SC-1605,presenter
SC-1606,presenter
SC-1607,presenter
SC-1608,presenter
SC-1609,presenter
SC-1610,presenter
SC-1611,presenter
SC-1612,presenter
SC-1613,presenter
SC-1614,presenter
SC-1615,presenter
SC-1616,third_party_testimony
SC-1617,third_party_testimony
SC-1618,third_party_testimony
SC-1619,third_party_testimony
SC-1620,third_party_testimony
SC-1621,third_party_testimony
SC-1622,third_party_testimony
SC-1623,third_party_testimony
SC-1624,third_party_testimony
SC-1625,third_party_testimony
SC-1626,third_party_testimony
SC-1627,third_party_testimony
SC-1628,third_party_testimony
SC-1629,third_party_testimony
SC-1630,third_party_testimony
SC-1631,third_party_testimony
SC-1632,third_party_testimony
SC-1633,third_party_testimony
SC-1634,third_party_testimony
SC-1635,third_party_testimony
SC-1636,third_party_testimony
SC-1637,third_party_testimony
SC-1638,third_party_testimony
SC-1639,third_party_testimony
SC-1640,third_party_testimony
SC-1641,third_party_testimony
SC-1642,third_party_testimony
SC-1643,third_party_testimony
SC-1644,third_party_testimony
SC-1645,third_party_testimony
SC-1646,third_party_testimony
SC-1647,third_party_testimony
SC-1648,third_party_testimony
SC-1649,third_party_testimony
SC-1650,third_party_testimony
SC-1651,third_party_testimony
SC-1652,third_party_testimony
SC-1653,third_party_testimony
SC-1654,third_party_testimony
SC-1655,third_party_testimony
SC-1656,third_party_testimony
SC-1657,third_party_testimony
SC-1658,third_party_testimony
SC-1659,third_party_testimony
SC-1660,third_party_testimony
SC-1661,third_party_testimony
SC-1662,third_party_testimony
SC-1663,third_party_testimony
SC-1664,third_party
SC-1665,third_party
SC-1666,third_party
SC-1667,third_party
SC-1668,third_party
SC-1669,third_party
SC-1670,third_party
SC-1671,third_party
SC-1672,third_party
SC-1673,third_party
SC-1674,third_party
SC-1675,third_party
SC-1676,third_party
SC-1677,third_party
SC-1678,third_party
SC-1679,third_party
SC-1680,third_party
SC-1681,third_party
SC-1682,third_party
SC-1683,third_party
SC-1684,third_party
SC-1685,third_party
SC-1686,third_party
SC-1687,third_party
SC-1688,third_party
SC-1689,third_party
SC-1690,third_party
SC-1691,third_party
SC-1692,third_party
SC-1693,third_party
SC-1694,third_party
SC-1695,third_party
SC-1696,third_party
SC-1697,third_party
SC-1698,third_party
SC-1699,third_party
SC-1700,third_party
SC-1701,third_party
SC-1702,third_party
SC-1703,third_party
SC-1704,third_party
SC-1705,third_party
SC-1706,third_party
SC-1707,third_party
SC-1708,third_party
SC-1709,third_party
SC-1710,third_party
SC-1711,third_party
SC-1712,presenter
SC-1713,presenter
SC-1714,presenter
SC-1715,presenter
SC-1716,presenter
SC-1717,presenter
SC-1718,presenter
SC-1719,presenter
SC-1720,presenter
SC-1721,presenter
SC-1722,presenter
SC-1723,presenter
SC-1724,presenter
SC-1725,presenter
SC-1726,presenter
SC-1727,presenter
SC-1728,presenter
SC-1729,presenter
SC-1730,presenter
SC-1731,presenter
SC-1732,presenter
SC-1733,presenter
SC-1734,presenter
SC-1735,presenter
SC-1736,presenter
SC-1737,presenter
SC-1738,presenter
SC-1739,presenter
SC-1740,presenter
SC-1741,presenter
SC-1742,presenter
SC-1743,presenter
SC-1744,presenter
SC-1745,presenter
SC-1746,presenter
SC-1747,presenter
SC-1748,presenter
SC-1749,presenter
SC-1750,presenter
SC-1751,presenter
SC-1752,presenter
SC-1753,presenter
SC-1754,presenter
SC-1755,presenter
SC-1756,presenter
SC-1757,presenter
SC-1758,presenter
SC-1759,presenter
SC-1760,third_party_testimony
SC-1761,third_party_testimony
SC-1762,third_party_testimony
SC-1763,third_party_testimony
SC-1764,third_party_testimony
SC-1765,third_party_testimony
SC-1766,third_party_testimony
SC-1767,third_party_testimony
SC-1768,presenter
SC-1769,third_party_testimony
SC-1770,presenter
SC-1771,third_party_testimony
SC-1772,presenter
SC-1773,third_party_testimony
SC-1774,presenter
SC-1775,third_party_testimony
SC-1776,presenter
SC-1777,third_party_testimony
SC-1778,presenter
SC-1779,third_party_testimony
SC-1780,presenter
SC-1781,third_party_testimony
SC-1782,presenter
SC-1783,third_party_testimony
SC-1784,presenter
SC-1785,third_party_testimony
SC-1786,presenter
SC-1787,third_party_testimony
SC-1788,presenter
SC-1789,third_party_testimony
SC-1790,presenter
SC-1791,third_party_testimony
SC-1792,presenter
SC-1793,third_party_testimony
SC-1794,presenter
SC-1795,third_party_testimony
SC-1796,presenter
SC-1797,third_party_testimony
SC-1798,presenter
SC-1799,third_party_testimony
SC-1800,presenter
SC-1801,third_party_testimony
SC-1802,presenter
SC-1803,third_party_testimony
SC-1804,presenter
SC-1805,third_party_testimony
SC-1806,presenter
SC-1807,third_party_testimony
SC-1808,presenter
SC-1809,third_party_testimony
SC-1810,presenter
SC-1811,third_party_testimony
SC-1812,presenter
SC-1813,third_party_testimony
SC-1814,presenter
SC-1815,third_party_testimony
SC-1816,presenter
SC-1817,third_party_testimony
SC-1818,presenter
SC-1819,third_party_testimony
SC-1820,presenter
SC-1821,third_party_testimony
SC-1822,presenter
SC-1823,third_party_testimony
SC-1824,presenter
SC-1825,third_party_testimony
SC-1826,presenter
SC-1827,third_party_testimony
SC-1828,presenter
SC-1829,third_party_testimony
SC-1830,presenter
SC-1831,third_party_testimony
SC-1832,presenter
SC-1833,third_party_testimony
SC-1834,presenter
SC-1835,third_party_testimony
SC-1836,presenter
SC-1837,third_party_testimony
SC-1838,presenter
SC-1839,third_party_testimony
SC-1840,presenter
SC-1841,third_party_testimony
SC-1842,presenter
SC-1843,third_party_testimony
SC-1844,presenter
SC-1845,third_party_testimony
SC-1846,presenter
SC-1847,third_party_testimony
SC-1848,presenter
SC-1849,third_party_testimony
SC-1850,presenter
SC-1851,third_party_testimony
SC-1852,presenter
SC-1853,third_party_testimony
SC-1854,presenter
SC-1855,third_party_testimony
SC-1856,presenter
SC-1857,third_party_testimony
SC-1858,presenter
SC-1859,third_party_testimony
SC-1860,presenter
SC-1861,third_party_testimony
SC-1862,presenter
SC-1863,third_party_testimony
SC-1864,presenter
SC-1865,third_party_testimony
SC-1866,presenter
SC-1867,third_party_testimony
SC-1868,presenter
SC-1869,third_party_testimony
SC-1870,presenter
SC-1871,third_party_testimony
SC-1872,presenter
SC-1873,third_party_testimony
SC-1874,presenter
SC-1875,third_party_testimony
SC-1876,presenter
SC-1877,third_party_testimony
SC-1878,presenter
SC-1879,third_party_testimony
SC-1880,presenter
SC-1881,third_party_testimony
SC-1882,presenter
SC-1883,third_party_testimony
SC-1884,presenter
SC-1885,third_party_testimony
SC-1886,presenter
SC-1887,third_party_testimony
SC-1888,presenter
SC-1889,third_party_testimony
SC-1890,presenter
SC-1891,third_party_testimony
SC-1892,presenter
SC-1893,third_party_testimony
SC-1894,presenter
SC-1895,third_party_testimony
SC-1896,presenter
SC-1897,third_party_testimony
SC-1898,presenter
SC-1899,third_party_testimony
SC-1900,presenter
SC-1901,third_party_testimony
SC-1902,presenter
SC-1903,third_party_testimony
SC-1904,presenter
SC-1905,third_party_testimony
SC-1906,presenter
SC-1907,third_party_testimony
SC-1908,presenter
SC-1909,third_party_testimony
SC-1910,presenter
SC-1911,third_party_testimony
SC-1912,presenter
SC-1913,third_party_testimony
SC-1914,presenter
SC-1915,third_party_testimony
SC-1916,presenter
SC-1917,third_party_testimony
SC-1918,presenter
SC-1919,third_party_testimony
SC-1920,presenter
SC-1921,third_party_testimony
SC-1922,presenter
SC-1923,third_party_testimony
SC-1924,presenter
SC-1925,third_party_testimony
SC-1926,presenter
SC-1927,third_party_testimony
SC-1928,presenter
SC-1929,third_party_testimony
SC-1930,presenter
SC-1931,third_party_testimony
SC-1932,presenter
SC-1933,third_party_testimony
SC-1934,presenter
SC-1935,third_party_testimony
SC-1936,presenter
SC-1937,third_party_testimony
SC-1938,presenter
SC-1939,third_party_testimony
SC-1940,presenter
SC-1941,third_party_testimony
SC-1942,presenter
SC-1943,third_party_testimony
SC-1944,presenter
SC-1945,third_party_testimony
SC-1946,presenter
SC-1947,third_party_testimony
SC-1948,presenter
SC-1949,third_party_testimony
SC-1950,presenter
SC-1951,third_party_testimony
SC-1952,presenter
SC-1953,third_party_testimony
SC-1954,presenter
SC-1955,third_party_testimony
SC-1956,presenter
SC-1957,third_party_testimony
SC-1958,presenter
SC-1959,third_party_testimony
SC-1960,presenter
SC-1961,third_party_testimony
SC-1962,presenter
SC-1963,third_party_testimony
SC-1964,presenter
SC-1965,third_party_testimony
SC-1966,presenter
SC-1967,third_party_testimony
SC-1968,presenter
SC-1969,third_party_testimony
SC-1970,presenter
SC-1971,third_party_testimony
SC-1972,presenter
SC-1973,third_party_testimony
SC-1974,presenter
SC-1975,third_party_testimony
SC-1976,presenter
SC-1977,third_party_testimony
SC-1978,presenter
SC-1979,third_party_testimony
SC-1980,presenter
SC-1981,third_party_testimony
SC-1982,presenter
SC-1983,third_party_testimony
SC-1984,presenter
SC-1985,third_party_testimony
SC-1986,presenter
SC-1987,third_party_testimony
SC-1988,presenter
SC-1989,third_party_testimony
SC-1990,presenter
SC-1991,third_party_testimony
SC-1992,presenter
SC-1993,third_party_testimony
SC-1994,presenter
SC-1995,third_party_testimony
SC-1996,presenter
SC-1997,third_party_testimony
SC-1998,presenter
SC-1999,third_party_testimony
SC-2000,presenter
SC-2001,third_party_testimony
SC-2002,presenter
SC-2003,third_party_testimony
SC-2004,presenter
SC-2005,third_party_testimony
SC-2006,presenter
SC-2007,third_party_testimony
SC-2008,presenter
SC-2009,third_party_testimony
SC-2010,presenter
SC-2011,third_party_testimony
SC-2012,presenter
SC-2013,third_party_testimony
SC-2014,presenter
SC-2015,third_party_testimony
SC-2016,presenter
SC-2017,third_party_testimony
SC-2018,presenter
SC-2019,third_party_testimony
SC-2020,presenter
SC-2021,third_party_testimony
SC-2022,presenter
SC-2023,third_party_testimony
SC-2024,presenter
SC-2025,third_party_testimony
SC-2026,presenter
SC-2027,third_party_testimony
SC-2028,presenter
SC-2029,third_party_testimony
SC-2030,presenter
SC-2031,third_party_testimony
SC-2032,presenter
SC-2033,third_party_testimony
SC-2034,presenter
SC-2035,third_party_testimony
SC-2036,presenter
SC-2037,third_party_testimony
SC-2038,presenter
SC-2039,third_party_testimony
SC-2096,presenter
SC-2097,presenter
SC-2098,presenter
SC-2099,presenter
SC-2100,presenter
SC-2101,presenter
SC-2102,presenter
SC-2103,presenter
SC-2104,presenter
SC-2105,presenter
SC-2106,presenter
SC-2107,presenter
SC-2108,presenter
SC-2109,presenter
SC-2110,presenter
SC-2111,presenter
SC-2112,presenter
SC-2113,presenter
SC-2114,presenter
SC-2115,presenter
SC-2116,presenter
SC-2117,presenter
SC-2118,presenter
SC-2119,presenter
SC-2120,presenter
SC-2121,presenter
SC-2122,presenter
SC-2123,presenter
SC-2124,presenter
SC-2125,presenter
SC-2126,presenter
SC-2127,presenter
SC-2128,presenter
SC-2129,presenter
SC-2130,presenter
SC-2131,presenter
SC-2132,presenter
SC-2133,presenter
SC-2134,presenter
SC-2135,presenter
SC-2136,presenter
SC-2137,presenter
SC-2138,presenter
SC-2139,presenter
SC-2140,presenter
SC-2141,presenter
SC-2142,presenter
SC-2143,presenter
SC-2144,presenter
SC-2145,presenter
SC-2146,presenter
SC-2147,presenter
SC-2148,presenter
SC-2149,presenter
SC-2150,presenter
SC-2151,presenter
SC-2152,presenter
SC-2153,presenter
SC-2154,presenter
SC-2155,presenter
SC-2156,presenter
SC-2157,presenter
SC-2158,presenter
SC-2159,presenter
SC-2160,presenter
SC-2161,presenter
SC-2162,presenter
SC-2163,presenter
SC-2164,presenter
SC-2165,presenter
SC-2166,presenter
SC-2167,presenter
SC-2168,presenter
SC-2169,presenter
SC-2170,presenter
SC-2171,presenter
SC-2172,presenter
SC-2173,presenter
SC-2174,presenter
SC-2175,presenter
SC-2176,presenter
SC-2177,presenter
SC-2178,presenter
SC-2179,presenter
SC-2180,presenter
SC-2181,presenter
SC-2182,presenter
SC-2183,presenter
SC-2184,presenter
SC-2185,presenter
SC-2186,presenter
SC-2187,presenter
SC-2188,presenter
SC-2189,presenter
SC-2190,presenter
SC-2191,presenter
SC-2192,presenter
SC-2193,presenter
SC-2194,presenter
SC-2195,presenter
SC-2196,presenter
SC-2197,presenter
SC-2198,presenter
SC-2199,presenter
SC-2200,presenter
SC-2201,presenter
SC-2202,presenter
SC-2203,presenter
SC-2204,presenter
SC-2205,presenter
SC-2206,presenter
SC-2207,presenter
SC-2208,presenter
SC-2209,presenter
SC-2210,presenter
SC-2211,presenter
SC-2212,presenter
SC-2213,presenter
SC-2214,presenter
SC-2215,presenter
SC-2216,presenter
SC-2217,presenter
SC-2218,presenter
SC-2219,presenter
SC-2220,presenter
SC-2221,presenter
SC-2222,presenter
SC-2223,presenter
SC-2224,presenter
SC-2225,presenter
SC-2226,presenter
SC-2227,presenter
SC-2228,presenter
SC-2229,presenter
SC-2230,presenter
SC-2231,presenter
SC-2232,presenter
SC-2233,third_party_testimony
SC-2234,third_party_testimony
SC-2235,third_party_testimony
SC-2236,Third_Party_Testimony
SC-2237,third_party_testimony
SC-2238,third_party_testimony
SC-2239,presenter
SC-2240,presenter
SC-2241,presenter
SC-2242,presenter
SC-2243,presenter
SC-2244,presenter
SC-2245,presenter
SC-2246,presenter
SC-2247,presenter
SC-2248,presenter
SC-2249,presenter
SC-2250,presenter
SC-2251,presenter
SC-2252,presenter
SC-2253,presenter
SC-2254,presenter
SC-2255,presenter
SC-2256,presenter
SC-2257,presenter
SC-2258,presenter
SC-2259,presenter
SC-2260,presenter
SC-2261,presenter
SC-2262,presenter
SC-2263,presenter
SC-2264,presenter
SC-2265,presenter
SC-2266,presenter
SC-2267,third_party_testimony
SC-2268,presenter
SC-2269,presenter
SC-2270,presenter
SC-2271,presenter
SC-2272,presenter
SC-2273,presenter
SC-2274,presenter
SC-2275,presenter
SC-2276,presenter
SC-2277,presenter
SC-2278,presenter
SC-2279,presenter
SC-2280,presenter
SC-2281,presenter
SC-2282,presenter
SC-2283,presenter
SC-2284,presenter
SC-2285,presenter
SC-2286,presenter
SC-2287,presenter
SC-2288,presenter
SC-2289,presenter
SC-2290,presenter
SC-2291,presenter
SC-2292,presenter
SC-2293,presenter
SC-2294,presenter
SC-2295,presenter
SC-2296,presenter
SC-2297,presenter
SC-2298,presenter
SC-2299,presenter
SC-2300,presenter
SC-2301,presenter
SC-2302,presenter
SC-2303,presenter
SC-2304,presenter
SC-2305,presenter
SC-2306,presenter
SC-2307,presenter
SC-2308,presenter
SC-2309,presenter
SC-2310,presenter
SC-2311,presenter
SC-2312,presenter
SC-2313,presenter
SC-2314,presenter
SC-2315,presenter
SC-2316,presenter
SC-2317,presenter
SC-2318,presenter
SC-2319,presenter
SC-2320,presenter
SC-2321,presenter
SC-2322,presenter
SC-2323,presenter
SC-2324,presenter
SC-2325,presenter
SC-2326,presenter
SC-2327,presenter
SC-2328,presenter
SC-2329,presenter
SC-2330,presenter
SC-2331,presenter
SC-2332,presenter
SC-2333,presenter
SC-2334,presenter
SC-2335,presenter
SC-2336,presenter
SC-2337,presenter
SC-2338,presenter
SC-2339,presenter
SC-2340,presenter
SC-2341,presenter
SC-2342,presenter
SC-2343,presenter
SC-2344,presenter
SC-2345,presenter
SC-2346,presenter
SC-2347,presenter
SC-2348,presenter
SC-2349,presenter
SC-2350,presenter
SC-2351,presenter
SC-2352,presenter
SC-2353,presenter
SC-2354,presenter
SC-2355,presenter
SC-2356,presenter
SC-2357,presenter
SC-2358,presenter
SC-2359,presenter
SC-2360,presenter
SC-2361,presenter
SC-2362,presenter
SC-2363,presenter
SC-2364,presenter
SC-2365,presenter
SC-2366,presenter
SC-2367,presenter
SC-2368,presenter
SC-2369,presenter
SC-2370,presenter
SC-2371,presenter
SC-2372,presenter
SC-2373,presenter
SC-2374,presenter
SC-2375,presenter
SC-2376,presenter
SC-2377,presenter
SC-2378,presenter
SC-2379,presenter
SC-2380,presenter
SC-2381,presenter
SC-2382,presenter
SC-2383,presenter
SC-2384,presenter
SC-2385,presenter
SC-2386,presenter
SC-2387,presenter
SC-2388,presenter
SC-2389,presenter
SC-2390,presenter
SC-2391,presenter
SC-2392,presenter
SC-2393,presenter
SC-2394,presenter
SC-2395,presenter
SC-2396,presenter
SC-2397,presenter
SC-2398,presenter
SC-2399,presenter
SC-2400,presenter
SC-2401,presenter
SC-2402,presenter
SC-2403,presenter
SC-2404,presenter
SC-2405,presenter
SC-2406,presenter
SC-2407,presenter
SC-2408,presenter
SC-2409,presenter
SC-2410,presenter
SC-2411,presenter
SC-2412,presenter
SC-2413,presenter
SC-2414,presenter
SC-2415,presenter
SC-2416,presenter
SC-2417,presenter
SC-2418,presenter
SC-2419,presenter
SC-2420,presenter
SC-2421,presenter
SC-2422,presenter
SC-2423,presenter
SC-2424,presenter
SC-2425,presenter
SC-2426,presenter
SC-2427,presenter
SC-2428,presenter
SC-2429,presenter
SC-2430,presenter
SC-2431,presenter
SC-2432,presenter
SC-2433,presenter
SC-2434,presenter
SC-2435,presenter
SC-2436,third_party_testimony
SC-2437,third_party_testimony
SC-2438,third_party_testimony
SC-2439,third_party_testimony
SC-2440,third_party_testimony
SC-2441,third_party_testimony
SC-2442,third_party_testimony
SC-2443,third_party_testimony
SC-2444,third_party_testimony
SC-2445,third_party_testimony
SC-2446,third_party_testimony
SC-2447,third_party_testimony
SC-2448,third_party_testimony
SC-2449,third_party_testimony
SC-2450,third_party_testimony
SC-2451,third_party_testimony
SC-2452,third_party_testimony
SC-2453,third_party_testimony
SC-2454,third_party_testimony
SC-2455,third_party_testimony
SC-2456,third_party_testimony
SC-2457,third_party_testimony
SC-2458,third_party_testimony
SC-2459,third_party_testimony
SC-2460,third_party_testimony
SC-2461,third_party_testimony
SC-2462,third_party_testimony
SC-2463,third_party_testimony
SC-2464,third_party_testimony
SC-2465,third_party_testimony
SC-2466,third_party_testimony
SC-2467,third_party_testimony
SC-2468,third_party_testimony
SC-2469,third_party_testimony
SC-2470,third_party_testimony
SC-2471,third_party_testimony
SC-2472,third_party_testimony
SC-2473,third_party_testimony
SC-2474,third_party_testimony
SC-2475,third_party_testimony
SC-2476,third_party_testimony
SC-2477,third_party_testimony
SC-2478,third_party_testimony
SC-2479,third_party_testimony
SC-2480,third_party_testimony
SC-2481,third_party_testimony
SC-2482,third_party_testimony
SC-2483,third_party_testimony
SC-2484,third_party_testimony
SC-2485,third_party_testimony
SC-2486,third_party_testimony
SC-2487,third_party_testimony
SC-2488,third_party_testimony
SC-2489,third_party_testimony
SC-2490,third_party_testimony
SC-2491,presenter
SC-2492,presenter
SC-2493,presenter
SC-2494,presenter
SC-2495,presenter
