script_id,band
SC-1676,standard
SC-1677,standard
SC-1678,standard
SC-1679,standard
SC-1680,standard
SC-1681,standard
SC-1682,standard
SC-1683,standard
SC-1684,standard
SC-1685,standard
SC-1686,standard
SC-1687,standard
SC-1688,standard
SC-1689,standard
SC-1690,standard
SC-1691,standard
SC-1692,standard
SC-1693,standard
SC-1694,standard
SC-1695,standard
SC-1696,standard
SC-1697,standard
SC-1698,standard
SC-1699,standard
SC-1700,standard
SC-1701,standard
SC-1702,standard
SC-1703,standard
SC-1704,standard
SC-1705,standard
SC-1706,standard
SC-1707,standard
SC-1708,standard
SC-1709,standard
SC-1710,standard
SC-1711,standard
SC-1712,standard
SC-1713,standard
SC-1714,standard
SC-1715,standard
SC-1716,standard
SC-1717,standard
SC-1718,standard
SC-1719,standard
SC-1720,standard
SC-1721,standard
SC-1722,standard
SC-1723,standard
SC-1724,standard
SC-1725,standard
SC-1726,standard
SC-1727,standard
SC-1728,standard
SC-1729,standard
SC-1730,standard
SC-1731,standard
SC-1732,standard
SC-1733,standard
SC-1734,standard
SC-1735,standard
SC-1736,standard
SC-1737,standard
SC-1738,standard
SC-1739,standard
SC-1740,standard
SC-1741,standard
SC-1742,standard
SC-1743,standard
SC-1744,standard
SC-1745,standard
SC-1746,standard
SC-1747,standard
SC-1748,standard
SC-1749,standard
SC-1750,standard
SC-1751,standard
SC-1752,standard
SC-1753,standard
SC-1754,standard
SC-1755,standard
SC-1756,standard
SC-1757,standard
SC-1758,standard
SC-1759,standard
SC-1760,standard
SC-1761,standard
SC-1762,standard
SC-1763,standard
SC-1764,standard
SC-1765,standard
SC-1766,standard
SC-1767,standard
SC-1768,standard
SC-1769,standard
SC-1770,standard
SC-1771,standard
SC-1772,standard
SC-1773,standard
SC-1774,standard
SC-1775,standard
SC-1776,standard
SC-1777,standard
SC-1778,standard
SC-1779,standard
SC-1780,standard
SC-1781,standard
SC-1782,standard
SC-1783,standard
SC-1784,standard
SC-1785,standard
SC-1786,standard
SC-1787,standard
SC-1788,standard
SC-1789,standard
SC-1790,standard
SC-1791,standard
SC-1792,standard
SC-1793,standard
SC-1794,standard
SC-1795,standard
SC-1796,standard
SC-1797,standard
SC-1798,standard
SC-1799,standard
SC-1800,extended
SC-1801,extended
SC-1802,extended
SC-1803,extended
SC-1804,extended
SC-1805,extended
SC-1806,extended
SC-1807,extended
SC-1808,extended
SC-1809,extended
SC-1810,extended
SC-1811,extended
SC-1812,extended
SC-1813,extended
SC-1814,extended
SC-1815,extended
SC-1816,extended
SC-1817,extended
SC-1818,extended
SC-1819,extended
SC-1820,extended
SC-1821,extended
SC-1822,extended
SC-1823,extended
SC-1824,extended
SC-1825,extended
SC-1826,extended
SC-1827,extended
SC-1828,extended
SC-1829,extended
SC-1830,extended
SC-1831,extended
SC-1832,standard
SC-1833,standard
SC-1834,standard
SC-1835,standard
SC-1836,standard
SC-1837,standard
SC-1838,standard
SC-1839,standard
SC-1840,standard
SC-1841,standard
SC-1842,standard
SC-1843,standard
SC-1844,standard
SC-1845,standard
SC-1846,standard
SC-1847,standard
SC-1848,standard
SC-1849,standard
SC-1850,standard
SC-1851,standard
SC-1852,standard
SC-1853,standard
SC-1854,standard
SC-1855,standard
SC-1856,standard
SC-1857,standard
SC-1858,standard
SC-1859,standard
SC-1860,standard
SC-1861,standard
SC-1862,standard
SC-1863,standard
SC-1864,standard
SC-1865,standard
SC-1866,standard
SC-1867,standard
SC-1868,standard
SC-1869,standard
SC-1870,standard
SC-1871,standard
SC-1872,standard
SC-1873,standard
SC-1874,standard
SC-1875,standard
SC-1876,standard
SC-1877,standard
SC-1878,standard
SC-1879,standard
SC-1880,standard
SC-1881,standard
SC-1882,standard
SC-1883,standard
SC-1884,standard
SC-1885,standard
SC-1886,standard
SC-1887,standard
SC-1888,standard
SC-1889,standard
SC-1890,standard
SC-1891,standard
SC-1892,standard
SC-1893,standard
SC-1894,standard
SC-1895,standard
SC-1896,standard
SC-1897,standard
SC-1898,standard
SC-1899,standard
SC-1900,standard
SC-1901,standard
SC-1902,standard
SC-1903,standard
SC-1904,standard
SC-1905,standard
SC-1906,standard
SC-1907,standard
SC-1908,standard
SC-1909,standard
SC-1910,standard
SC-1911,standard
SC-1912,standard
SC-1913,standard
SC-1914,standard
SC-1915,standard
SC-1916,standard
SC-1917,standard
SC-1918,standard
SC-1919,standard
SC-1920,standard
SC-1921,standard
SC-1922,standard
SC-1923,standard
SC-1924,standard
SC-1925,standard
SC-1926,standard
SC-1927,standard
SC-1928,standard
SC-1929,standard
SC-1930,standard
SC-1931,standard
SC-1932,standard
SC-1933,standard
SC-1934,standard
SC-1935,standard
SC-1936,standard
SC-1937,standard
SC-1938,standard
SC-1939,standard
SC-1940,standard
SC-1941,standard
SC-1942,standard
SC-1943,standard
SC-1944,standard
SC-1945,standard
SC-1946,standard
SC-1947,standard
SC-1948,standard
SC-1949,standard
SC-1950,standard
SC-1951,standard
SC-1952,standard
SC-1953,standard
SC-1954,standard
SC-1955,standard
SC-1956,standard
SC-1957,standard
SC-1958,standard
SC-1959,standard
SC-1960,standard
SC-1961,standard
SC-1962,standard
SC-1963,standard
SC-1964,standard
SC-1965,standard
SC-1966,standard
SC-1967,standard
SC-1968,standard
SC-1969,standard
SC-1970,standard
SC-1971,standard
SC-1972,standard
SC-1973,standard
SC-1974,standard
SC-1975,standard
SC-1976,standard
SC-1977,standard
SC-1978,standard
SC-1979,standard
SC-1980,standard
SC-1981,standard
SC-1982,standard
SC-1983,standard
SC-1984,standard
SC-1985,standard
SC-1986,standard
SC-1987,standard
SC-1988,standard
SC-1989,standard
SC-1990,standard
SC-1991,standard
SC-1992,standard
SC-1993,standard
SC-1994,standard
SC-1995,standard
SC-1996,standard
SC-1997,standard
SC-1998,standard
SC-1999,standard
SC-2000,standard
SC-2001,standard
SC-2002,standard
SC-2003,standard
SC-2004,standard
SC-2005,standard
SC-2006,standard
SC-2007,standard
SC-2008,standard
SC-2009,standard
SC-2010,standard
SC-2011,standard
SC-2012,standard
SC-2013,standard
SC-2014,standard
SC-2015,standard
SC-2016,standard
SC-2017,standard
SC-2018,standard
SC-2019,standard
SC-2020,standard
SC-2021,standard
SC-2022,standard
SC-2023,standard
SC-2024,standard
SC-2025,standard
SC-2026,standard
SC-2027,standard
SC-2028,standard
SC-2029,standard
SC-2030,standard
SC-2031,standard
SC-2032,standard
SC-2033,standard
SC-2034,standard
SC-2035,standard
SC-2036,standard
SC-2037,standard
SC-2038,standard
SC-2039,standard
SC-2096,standard
SC-2097,standard
SC-2098,standard
SC-2099,standard
SC-2100,standard
SC-2101,standard
SC-2102,standard
SC-2103,standard
SC-2104,standard
SC-2105,standard
SC-2106,standard
SC-2107,standard
SC-2108,standard
SC-2109,standard
SC-2110,standard
SC-2111,standard
SC-2112,standard
SC-2113,standard
SC-2114,standard
SC-2115,standard
SC-2116,standard
SC-2117,standard
SC-2118,standard
SC-2119,standard
SC-2120,standard
SC-2121,extended
SC-2122,extended
SC-2123,extended
SC-2124,extended
SC-2125,extended
SC-2126,extended
SC-2127,extended
SC-2128,extended
SC-2129,extended
SC-2130,extended
SC-2131,extended
SC-2132,extended
SC-2133,extended
SC-2134,extended
SC-2135,extended
SC-2136,extended
SC-2137,extended
SC-2138,extended
SC-2139,extended
SC-2140,extended
SC-2141,extended
SC-2142,extended
SC-2143,extended
SC-2144,extended
SC-2145,extended
SC-2146,standard
SC-2147,standard
SC-2148,standard
SC-2149,standard
SC-2150,standard
SC-2151,standard
SC-2152,standard
SC-2153,standard
SC-2154,standard
SC-2155,standard
SC-2156,standard
SC-2157,standard
SC-2158,standard
SC-2159,standard
SC-2160,standard
SC-2161,standard
SC-2162,standard
SC-2163,standard
SC-2164,standard
SC-2165,standard
SC-2166,standard
SC-2167,standard
SC-2168,standard
SC-2169,standard
SC-2170,standard
SC-2171,standard
SC-2172,standard
SC-2173,standard
SC-2174,standard
SC-2175,standard
SC-2176,standard
SC-2177,standard
SC-2178,standard
SC-2179,standard
SC-2180,standard
SC-2181,extended
SC-2182,standard
SC-2183,standard
SC-2184,standard
SC-2185,standard
SC-2186,standard
SC-2187,standard
SC-2188,standard
SC-2189,standard
SC-2190,standard
SC-2191,standard
SC-2192,standard
SC-2193,standard
SC-2194,standard
SC-2195,standard
SC-2196,standard
SC-2197,standard
SC-2198,standard
SC-2199,standard
SC-2200,standard
SC-2201,standard
SC-2202,standard
SC-2203,standard
SC-2204,standard
SC-2205,standard
SC-2206,standard
SC-2207,standard
SC-2208,standard
SC-2209,standard
SC-2210,standard
SC-2211,standard
SC-2212,standard
SC-2213,standard
SC-2214,standard
SC-2215,standard
SC-2216,standard
SC-2217,standard
SC-2218,standard
SC-2219,standard
SC-2220,standard
SC-2221,standard
SC-2222,standard
SC-2223,standard
SC-2224,standard
SC-2225,standard
SC-2226,standard
SC-2227,standard
SC-2228,standard
SC-2229,standard
SC-2230,standard
SC-2231,standard
SC-2232,standard
SC-2233,standard
SC-2234,standard
SC-2235,standard
SC-2236,standard
SC-2237,standard
SC-2238,standard
SC-2239,standard
SC-2240,standard
SC-2241,standard
SC-2242,standard
SC-2243,standard
SC-2244,standard
SC-2245,standard
SC-2246,standard
SC-2247,standard
SC-2248,standard
SC-2249,standard
SC-2250,standard
SC-2251,standard
SC-2252,standard
SC-2253,standard
SC-2254,standard
SC-2255,standard
SC-2256,standard
SC-2257,standard
SC-2258,standard
SC-2259,standard
SC-2260,standard
SC-2261,standard
SC-2262,standard
SC-2263,standard
SC-2264,standard
SC-2265,standard
SC-2266,standard
SC-2267,standard
SC-2268,standard
SC-2269,standard
SC-2270,standard
SC-2271,standard
SC-2272,standard
SC-2273,standard
SC-2274,standard
SC-2275,standard
SC-2276,standard
SC-2277,standard
SC-2278,standard
SC-2279,standard
SC-2280,standard
SC-2281,standard
SC-2282,standard
SC-2283,standard
SC-2284,standard
SC-2285,standard
SC-2286,standard
SC-2287,standard
SC-2288,standard
SC-2289,standard
SC-2290,standard
SC-2291,standard
SC-2292,standard
SC-2293,standard
SC-2294,standard
SC-2295,standard
SC-2296,standard
SC-2297,standard
SC-2298,standard
SC-2299,standard
SC-2300,standard
SC-2301,standard
SC-2302,standard
SC-2303,standard
SC-2304,standard
SC-2305,standard
SC-2306,standard
SC-2307,standard
SC-2308,standard
SC-2309,standard
SC-2310,standard
SC-2311,standard
SC-2312,standard
SC-2313,standard
SC-2314,standard
SC-2315,standard
SC-2316,standard
SC-2317,standard
SC-2318,standard
SC-2319,standard
SC-2320,standard
SC-2321,standard
SC-2322,standard
SC-2323,standard
SC-2324,standard
SC-2325,standard
SC-2326,standard
SC-2327,standard
SC-2328,standard
SC-2329,standard
SC-2330,standard
SC-2331,standard
SC-2332,standard
SC-2333,standard
SC-2334,standard
SC-2335,standard
SC-2336,standard
SC-2337,standard
SC-2338,standard
SC-2339,standard
SC-2340,standard
SC-2341,standard
SC-2342,standard
SC-2343,standard
SC-2344,standard
SC-2345,standard
SC-2346,standard
SC-2347,standard
SC-2348,standard
SC-2349,standard
SC-2350,standard
SC-2351,standard
SC-2352,standard
SC-2353,standard
SC-2354,standard
SC-2355,standard
SC-2356,standard
SC-2357,standard
SC-2358,standard
SC-2359,standard
SC-2360,standard
SC-2361,standard
SC-2362,standard
SC-2363,standard
SC-2364,standard
SC-2365,standard
SC-2366,standard
SC-2367,standard
SC-2368,standard
SC-2369,standard
SC-2370,standard
SC-2371,standard
SC-2372,standard
SC-2373,standard
SC-2374,standard
SC-2375,standard
SC-2376,standard
SC-2377,standard
SC-2378,extended
SC-2379,standard
SC-2380,extended
SC-2381,standard
SC-2382,standard
SC-2383,extended
SC-2384,standard
SC-2385,extended
SC-2386,extended
SC-2387,standard
SC-2388,standard
SC-2389,extended
SC-2390,extended
SC-2391,standard
SC-2392,standard
SC-2393,extended
SC-2394,extended
SC-2395,extended
SC-2396,standard
SC-2397,extended
SC-2398,standard
SC-2399,standard
SC-2400,standard
SC-2401,standard
SC-2402,standard
SC-2403,extended
SC-2404,extended
SC-2405,standard
SC-2406,standard
SC-2407,standard
SC-2408,standard
SC-2409,standard
SC-2410,extended
SC-2411,standard
SC-2412,extended
SC-2413,standard
SC-2414,extended
SC-2415,standard
SC-2416,standard
SC-2417,standard
SC-2418,extended
SC-2419,standard
SC-2420,extended
SC-2421,standard
SC-2422,standard
SC-2423,extended
SC-2424,standard
SC-2425,extended
SC-2426,standard
SC-2427,standard
SC-2428,extended
SC-2429,extended
SC-2430,extended
SC-2431,standard
SC-2432,standard
SC-2433,extended
SC-2434,standard
SC-2435,extended
SC-2436,standard
SC-2437,standard
SC-2438,standard
SC-2439,standard
SC-2440,standard
SC-2441,standard
SC-2442,standard
SC-2443,standard
SC-2444,standard
SC-2445,standard
SC-2446,standard
SC-2447,standard
SC-2448,standard
SC-2449,standard
SC-2450,standard
SC-2451,standard
SC-2452,standard
SC-2453,standard
SC-2454,standard
SC-2455,standard
SC-2456,standard
SC-2457,standard
SC-2458,standard
SC-2459,standard
SC-2460,standard
SC-2461,standard
SC-2462,standard
SC-2463,standard
SC-2464,standard
SC-2465,standard
SC-2466,standard
SC-2467,standard
SC-2468,standard
SC-2469,standard
SC-2470,standard
SC-2471,standard
SC-2472,standard
SC-2473,standard
SC-2474,standard
SC-2475,standard
SC-2476,standard
SC-2477,standard
SC-2478,standard
SC-2479,standard
SC-2480,standard
SC-2481,standard
SC-2482,standard
SC-2483,standard
SC-2484,standard
SC-2485,standard
SC-2486,standard
SC-2487,standard
SC-2488,standard
SC-2489,standard
SC-2490,standard
SC-2491,standard
SC-2492,standard
SC-2493,standard
SC-2494,standard
SC-2495,standard
