script_id,in_window
SC-1877,off
SC-1878,off
SC-1879,off
SC-1880,False
SC-1881,False
SC-1882,False
SC-1883,False
SC-1884,True
SC-1885,True
SC-1886,True
SC-1887,True
SC-1888,0
SC-1889,0
SC-1890,0
SC-1891,0
SC-1892,off
SC-1893,off
SC-1894,off
SC-1895,off
SC-1896,False
SC-1897,False
SC-1898,False
SC-1899,False
SC-1900,True
SC-1901,True
SC-1902,True
SC-1903,True
SC-1904,0
SC-1905,0
SC-1906,0
SC-1907,0
SC-1908,off
SC-1909,off
SC-1910,off
SC-1911,off
SC-1912,False
SC-1913,False
SC-1914,False
SC-1915,False
SC-1916,True
SC-1917,True
SC-1918,True
SC-1919,True
SC-1920,0
SC-1921,0
SC-1922,0
SC-1923,0
SC-1924,off
SC-1925,off
SC-1926,off
SC-1927,off
SC-1928,False
SC-1929,False
SC-1930,False
SC-1931,False
SC-1932,True
SC-1933,True
SC-1934,True
SC-1935,True
SC-1936,0
SC-1937,0
SC-1938,0
SC-1939,0
SC-1940,off
SC-1941,off
SC-1942,off
SC-1943,off
SC-1944,False
SC-1945,False
SC-1946,False
SC-1947,False
SC-1948,True
SC-1949,True
SC-1950,True
SC-1951,True
SC-1952,0
SC-1953,0
SC-1954,0
SC-1955,0
SC-1956,off
SC-1957,off
SC-1958,off
SC-1959,off
SC-1960,False
SC-1961,False
SC-1962,False
SC-1963,False
SC-1964,True
SC-1965,True
SC-1966,True
SC-1967,True
SC-1968,0
SC-1969,0
SC-1970,0
SC-1971,0
SC-1972,off
SC-1973,off
SC-1974,off
SC-1975,off
SC-1976,False
SC-1977,False
SC-1978,False
SC-1979,False
SC-1980,False
SC-1981,False
SC-1982,False
SC-1983,False
SC-1984,True
SC-1985,True
SC-1986,True
SC-1987,True
SC-1988,True
SC-1989,True
SC-1990,True
SC-1991,True
SC-1992,False
SC-1993,False
SC-1994,False
SC-1995,False
SC-1996,False
SC-1997,False
SC-1998,False
SC-1999,False
SC-2000,True
SC-2001,True
SC-2002,True
SC-2003,True
SC-2004,True
SC-2005,True
SC-2006,True
SC-2007,True
SC-2008,False
SC-2009,False
SC-2010,False
SC-2011,False
SC-2012,False
SC-2013,False
SC-2014,False
SC-2015,False
SC-2016,True
SC-2017,True
SC-2018,True
SC-2019,True
SC-2020,True
SC-2021,True
SC-2022,True
SC-2023,True
SC-2024,False
SC-2025,False
SC-2026,False
SC-2027,False
SC-2028,False
SC-2029,False
SC-2030,False
SC-2031,False
SC-2032,True
SC-2033,True
SC-2034,True
SC-2035,True
SC-2036,True
SC-2037,True
SC-2038,True
SC-2039,True
