script_id,finding
SC-1017,RUNTIME_OUT_OF_BAND
SC-1018,RUNTIME_OUT_OF_BAND
SC-1019,none
SC-1020,RUNTIME_OUT_OF_BAND
SC-1021,none
SC-1022,RUNTIME_OUT_OF_BAND
SC-1023,RUNTIME_OUT_OF_BAND
SC-1024,none
SC-1025,RUNTIME_OUT_OF_BAND
SC-1026,none
SC-1027,RUNTIME_OUT_OF_BAND
SC-1028,RUNTIME_OUT_OF_BAND
SC-1029,none
SC-1030,RUNTIME_OUT_OF_BAND
SC-1031,none
SC-1032,RUNTIME_OUT_OF_BAND
SC-1033,RUNTIME_OUT_OF_BAND
SC-1034,none
SC-1035,RUNTIME_OUT_OF_BAND
SC-1036,none
SC-1037,RUNTIME_OUT_OF_BAND
SC-1038,RUNTIME_OUT_OF_BAND
SC-1039,none
SC-1040,RUNTIME_OUT_OF_BAND
SC-1041,none
SC-1042,RUNTIME_OUT_OF_BAND
SC-1043,RUNTIME_OUT_OF_BAND
SC-1044,none
SC-1045,RUNTIME_OUT_OF_BAND
SC-1046,none
SC-1047,RUNTIME_OUT_OF_BAND
SC-1048,RUNTIME_OUT_OF_BAND
SC-1049,none
SC-1050,RUNTIME_OUT_OF_BAND
SC-1051,none
SC-1052,RUNTIME_OUT_OF_BAND
SC-1053,RUNTIME_OUT_OF_BAND
SC-1054,none
SC-1055,RUNTIME_OUT_OF_BAND
SC-1056,none
SC-1057,RUNTIME_OUT_OF_BAND
SC-1058,RUNTIME_OUT_OF_BAND
SC-1059,none
SC-1060,RUNTIME_OUT_OF_BAND
SC-1061,none
SC-1062,RUNTIME_OUT_OF_BAND
SC-1063,RUNTIME_OUT_OF_BAND
SC-1064,none
SC-1065,RUNTIME_OUT_OF_BAND
SC-1066,none
SC-1067,RUNTIME_OUT_OF_BAND
SC-1068,RUNTIME_OUT_OF_BAND
SC-1069,none
SC-1070,RUNTIME_OUT_OF_BAND
SC-1071,none
SC-1072,RUNTIME_OUT_OF_BAND
SC-1073,RUNTIME_OUT_OF_BAND
SC-1074,none
SC-1075,RUNTIME_OUT_OF_BAND
SC-1076,none
SC-1077,RUNTIME_OUT_OF_BAND
SC-1078,RUNTIME_OUT_OF_BAND
SC-1079,none
SC-1080,RUNTIME_OUT_OF_BAND
SC-1081,none
SC-1082,RUNTIME_OUT_OF_BAND
SC-1083,RUNTIME_OUT_OF_BAND
SC-1084,none
SC-1085,RUNTIME_OUT_OF_BAND
SC-1086,none
SC-1087,RUNTIME_OUT_OF_BAND
SC-1088,RUNTIME_OUT_OF_BAND
SC-1089,none
SC-1090,RUNTIME_OUT_OF_BAND
SC-1091,none
SC-1092,RUNTIME_OUT_OF_BAND
SC-1093,RUNTIME_OUT_OF_BAND
SC-1094,none
SC-1095,RUNTIME_OUT_OF_BAND
SC-1096,none
SC-1097,RUNTIME_OUT_OF_BAND
SC-1098,RUNTIME_OUT_OF_BAND
SC-1099,none
SC-1100,RUNTIME_OUT_OF_BAND
SC-1101,none
SC-1102,RUNTIME_OUT_OF_BAND
SC-1103,RUNTIME_OUT_OF_BAND
SC-1104,none
SC-1105,RUNTIME_OUT_OF_BAND
SC-1106,none
SC-1107,RUNTIME_OUT_OF_BAND
SC-1108,RUNTIME_OUT_OF_BAND
SC-1109,none
SC-1110,RUNTIME_OUT_OF_BAND
SC-1111,none
SC-1112,RUNTIME_OUT_OF_BAND
SC-1113,RUNTIME_OUT_OF_BAND
SC-1114,none
SC-1115,RUNTIME_OUT_OF_BAND
SC-1116,none
SC-1117,RUNTIME_OUT_OF_BAND
SC-1118,RUNTIME_OUT_OF_BAND
SC-1119,none
SC-1120,RUNTIME_OUT_OF_BAND
SC-1121,none
SC-1122,RUNTIME_OUT_OF_BAND
SC-1123,RUNTIME_OUT_OF_BAND
SC-1124,none
SC-1125,RUNTIME_OUT_OF_BAND
SC-1126,none
SC-1127,RUNTIME_OUT_OF_BAND
SC-1128,RUNTIME_OUT_OF_BAND
SC-1129,none
SC-1130,RUNTIME_OUT_OF_BAND
SC-1131,none
SC-1132,RUNTIME_OUT_OF_BAND
SC-1133,RUNTIME_OUT_OF_BAND
SC-1134,none
SC-1135,RUNTIME_OUT_OF_BAND
SC-1136,none
SC-1137,RUNTIME_OUT_OF_BAND
SC-1138,RUNTIME_OUT_OF_BAND
SC-1139,none
SC-1140,RUNTIME_OUT_OF_BAND
SC-1141,none
SC-1142,RUNTIME_OUT_OF_BAND
SC-1143,RUNTIME_OUT_OF_BAND
SC-1144,none
SC-1145,RUNTIME_OUT_OF_BAND
SC-1146,none
SC-1147,RUNTIME_OUT_OF_BAND
SC-1148,RUNTIME_OUT_OF_BAND
SC-1149,none
SC-1150,RUNTIME_OUT_OF_BAND
SC-1151,none
SC-1152,RUNTIME_OUT_OF_BAND
SC-1153,RUNTIME_OUT_OF_BAND
SC-1154,none
SC-1155,RUNTIME_OUT_OF_BAND
SC-1156,none
SC-1157,RUNTIME_OUT_OF_BAND
SC-1158,RUNTIME_OUT_OF_BAND
SC-1159,none
SC-1160,RUNTIME_OUT_OF_BAND
SC-1161,none
SC-1162,RUNTIME_OUT_OF_BAND
SC-1163,RUNTIME_OUT_OF_BAND
SC-1164,none
SC-1165,RUNTIME_OUT_OF_BAND
SC-1166,none
SC-1167,RUNTIME_OUT_OF_BAND
SC-1168,RUNTIME_OUT_OF_BAND
SC-1169,none
SC-1170,RUNTIME_OUT_OF_BAND
SC-1171,none
SC-1172,RUNTIME_OUT_OF_BAND
SC-1173,RUNTIME_OUT_OF_BAND
SC-1174,none
SC-1175,RUNTIME_OUT_OF_BAND
SC-1176,none
SC-1177,RUNTIME_OUT_OF_BAND
SC-1178,RUNTIME_OUT_OF_BAND
SC-1179,none
SC-1180,RUNTIME_OUT_OF_BAND
SC-1181,ON_HOLD
SC-1182,ON_HOLD
SC-1183,ON_HOLD
SC-1184,ON_HOLD
SC-1185,ON_HOLD
SC-1186,RETIRED
SC-1187,RETIRED
SC-1188,RETIRED
SC-1189,RETIRED
SC-1190,OUT_OF_WINDOW
SC-1191,OUT_OF_WINDOW
SC-1192,OUT_OF_WINDOW
SC-1193,NEGATION_PIVOT_USED
SC-1194,NEGATION_PIVOT_USED
SC-1195,UNCITED_SCRIPTURE_REF
SC-1196,ON_HOLD
SC-1197,ON_HOLD
SC-1198,ON_HOLD
SC-1199,ON_HOLD
SC-1200,ON_HOLD
SC-1201,ON_HOLD
SC-1202,ON_HOLD
SC-1203,ON_HOLD
SC-1204,ON_HOLD
SC-1205,ON_HOLD
SC-1206,RETIRED
SC-1207,RETIRED
SC-1208,RETIRED
SC-1209,RETIRED
SC-1210,RETIRED
SC-1211,RETIRED
SC-1212,OUT_OF_WINDOW
SC-1213,OUT_OF_WINDOW
SC-1214,OUT_OF_WINDOW
SC-1215,NEGATION_PIVOT_USED
SC-1216,NEGATION_PIVOT_USED
SC-1217,NEGATION_PIVOT_USED
SC-1218,none
SC-1219,NEGATION_PIVOT_USED
SC-1220,NEGATION_PIVOT_USED
SC-1221,NEGATION_PIVOT_USED
SC-1222,none
SC-1223,NEGATION_PIVOT_USED
SC-1224,NEGATION_PIVOT_USED
SC-1225,NEGATION_PIVOT_USED
SC-1226,none
SC-1227,NEGATION_PIVOT_USED
SC-1228,NEGATION_PIVOT_USED
SC-1229,NEGATION_PIVOT_USED
SC-1230,none
SC-1231,NEGATION_PIVOT_USED
SC-1232,NEGATION_PIVOT_USED
SC-1233,NEGATION_PIVOT_USED
SC-1234,none
SC-1235,NEGATION_PIVOT_USED
SC-1236,NEGATION_PIVOT_USED
SC-1237,NEGATION_PIVOT_USED
SC-1238,none
SC-1239,NEGATION_PIVOT_USED
SC-1240,NEGATION_PIVOT_USED
SC-1241,NEGATION_PIVOT_USED
SC-1242,none
SC-1243,NEGATION_PIVOT_USED
SC-1244,NEGATION_PIVOT_USED
SC-1245,NEGATION_PIVOT_USED
SC-1246,none
SC-1247,NEGATION_PIVOT_USED
SC-1248,NEGATION_PIVOT_USED
SC-1249,NEGATION_PIVOT_USED
SC-1250,none
SC-1251,NEGATION_PIVOT_USED
SC-1252,NEGATION_PIVOT_USED
SC-1253,NEGATION_PIVOT_USED
SC-1254,none
SC-1255,NEGATION_PIVOT_USED
SC-1256,NEGATION_PIVOT_USED
SC-1257,NEGATION_PIVOT_USED
SC-1258,none
SC-1259,NEGATION_PIVOT_USED
SC-1260,NEGATION_PIVOT_USED
SC-1261,NEGATION_PIVOT_USED
SC-1262,none
SC-1263,NEGATION_PIVOT_USED
SC-1264,NEGATION_PIVOT_USED
SC-1265,NEGATION_PIVOT_USED
SC-1266,none
SC-1267,NEGATION_PIVOT_USED
SC-1268,NEGATION_PIVOT_USED
SC-1269,NEGATION_PIVOT_USED
SC-1270,none
SC-1271,NEGATION_PIVOT_USED
SC-1272,NEGATION_PIVOT_USED
SC-1273,NEGATION_PIVOT_USED
SC-1274,none
SC-1275,NEGATION_PIVOT_USED
SC-1276,NEGATION_PIVOT_USED
SC-1277,NEGATION_PIVOT_USED
SC-1278,none
SC-1279,NEGATION_PIVOT_USED
SC-1280,NEGATION_PIVOT_USED
SC-1281,NEGATION_PIVOT_USED
SC-1282,none
SC-1283,NEGATION_PIVOT_USED
SC-1284,NEGATION_PIVOT_USED
SC-1285,NEGATION_PIVOT_USED
SC-1286,none
SC-1287,NEGATION_PIVOT_USED
SC-1288,NEGATION_PIVOT_USED
SC-1289,NEGATION_PIVOT_USED
SC-1290,none
SC-1291,NEGATION_PIVOT_USED
SC-1292,NEGATION_PIVOT_USED
SC-1293,NEGATION_PIVOT_USED
SC-1294,none
SC-1295,NEGATION_PIVOT_USED
SC-1296,NEGATION_PIVOT_USED
SC-1297,NEGATION_PIVOT_USED
SC-1298,none
SC-1299,NEGATION_PIVOT_USED
SC-1300,NEGATION_PIVOT_USED
SC-1301,NEGATION_PIVOT_USED
SC-1302,none
SC-1303,NEGATION_PIVOT_USED
SC-1304,NEGATION_PIVOT_USED
SC-1305,NEGATION_PIVOT_USED
SC-1306,none
SC-1307,NEGATION_PIVOT_USED
SC-1308,NEGATION_PIVOT_USED
SC-1309,NEGATION_PIVOT_USED
SC-1310,none
SC-1311,NEGATION_PIVOT_USED
SC-1312,NEGATION_PIVOT_USED
SC-1313,NEGATION_PIVOT_USED
SC-1314,none
SC-1315,NEGATION_PIVOT_USED
SC-1316,NEGATION_PIVOT_USED
SC-1317,NEGATION_PIVOT_USED
SC-1318,none
SC-1319,NEGATION_PIVOT_USED
SC-1320,NEGATION_PIVOT_USED
SC-1321,NEGATION_PIVOT_USED
SC-1322,none
SC-1323,NEGATION_PIVOT_USED
SC-1324,NEGATION_PIVOT_USED
SC-1325,NEGATION_PIVOT_USED
SC-1326,none
SC-1327,NEGATION_PIVOT_USED
SC-1328,NEGATION_PIVOT_USED
SC-1329,NEGATION_PIVOT_USED
SC-1330,none
SC-1331,NEGATION_PIVOT_USED
SC-1332,NEGATION_PIVOT_USED
SC-1333,NEGATION_PIVOT_USED
SC-1334,none
SC-1335,NEGATION_PIVOT_USED
SC-1336,NEGATION_PIVOT_USED
SC-1337,NEGATION_PIVOT_USED
SC-1338,none
SC-1339,NEGATION_PIVOT_USED
SC-1340,NEGATION_PIVOT_USED
SC-1341,NEGATION_PIVOT_USED
SC-1342,none
SC-1343,NEGATION_PIVOT_USED
SC-1344,NEGATION_PIVOT_USED
SC-1345,NEGATION_PIVOT_USED
SC-1346,none
SC-1347,NEGATION_PIVOT_USED
SC-1348,NEGATION_PIVOT_USED
SC-1349,NEGATION_PIVOT_USED
SC-1350,none
SC-1351,NEGATION_PIVOT_USED
SC-1352,NEGATION_PIVOT_USED
SC-1353,NEGATION_PIVOT_USED
SC-1354,none
SC-1355,NEGATION_PIVOT_USED
SC-1356,NEGATION_PIVOT_USED
SC-1357,NEGATION_PIVOT_USED
SC-1358,none
SC-1359,NEGATION_PIVOT_USED
SC-1360,NEGATION_PIVOT_USED
SC-1361,NEGATION_PIVOT_USED
SC-1362,none
SC-1363,NEGATION_PIVOT_USED
SC-1364,NEGATION_PIVOT_USED
SC-1365,NEGATION_PIVOT_USED
SC-1366,none
SC-1367,NEGATION_PIVOT_USED
SC-1368,NEGATION_PIVOT_USED
SC-1369,NEGATION_PIVOT_USED
SC-1370,none
SC-1371,NEGATION_PIVOT_USED
SC-1372,NEGATION_PIVOT_USED
SC-1373,NEGATION_PIVOT_USED
SC-1374,none
SC-1375,NEGATION_PIVOT_USED
SC-1376,NEGATION_PIVOT_USED
SC-1377,NEGATION_PIVOT_USED
SC-1378,none
SC-1379,NEGATION_PIVOT_USED
SC-1380,NEGATION_PIVOT_USED
SC-1381,NEGATION_PIVOT_USED
SC-1382,none
SC-1383,NEGATION_PIVOT_USED
SC-1384,NEGATION_PIVOT_USED
SC-1385,NEGATION_PIVOT_USED
SC-1386,none
SC-1387,NEGATION_PIVOT_USED
SC-1388,NEGATION_PIVOT_USED
SC-1389,NEGATION_PIVOT_USED
SC-1390,none
SC-1391,NEGATION_PIVOT_USED
SC-1392,none
SC-1393,none
SC-1394,none
SC-1395,none
SC-1396,none
SC-1397,none
SC-1398,none
SC-1399,none
SC-1400,NEGATION_PIVOT_USED
SC-1401,NEGATION_PIVOT_USED
SC-1402,none
SC-1403,NEGATION_PIVOT_USED
SC-1404,NEGATION_PIVOT_USED
SC-1405,NEGATION_PIVOT_USED
SC-1406,none
SC-1407,NEGATION_PIVOT_USED
SC-1408,NEGATION_PIVOT_USED
SC-1409,NEGATION_PIVOT_USED
SC-1410,none
SC-1411,NEGATION_PIVOT_USED
SC-1412,NEGATION_PIVOT_USED
SC-1413,NEGATION_PIVOT_USED
SC-1414,none
SC-1415,NEGATION_PIVOT_USED
SC-1416,NEGATION_PIVOT_USED
SC-1417,NEGATION_PIVOT_USED
SC-1418,none
SC-1419,NEGATION_PIVOT_USED
SC-1420,NEGATION_PIVOT_USED
SC-1421,NEGATION_PIVOT_USED
SC-1422,none
SC-1423,NEGATION_PIVOT_USED
SC-1424,NEGATION_PIVOT_USED
SC-1425,NEGATION_PIVOT_USED
SC-1426,none
SC-1427,NEGATION_PIVOT_USED
SC-1428,NEGATION_PIVOT_USED
SC-1429,NEGATION_PIVOT_USED
SC-1430,none
SC-1431,NEGATION_PIVOT_USED
SC-1432,NEGATION_PIVOT_USED
SC-1433,NEGATION_PIVOT_USED
SC-1434,none
SC-1435,NEGATION_PIVOT_USED
SC-1436,NEGATION_PIVOT_USED
SC-1437,NEGATION_PIVOT_USED
SC-1438,none
SC-1439,NEGATION_PIVOT_USED
SC-1440,NEGATION_PIVOT_USED
SC-1441,NEGATION_PIVOT_USED
SC-1442,none
SC-1443,NEGATION_PIVOT_USED
SC-1444,NEGATION_PIVOT_USED
SC-1445,NEGATION_PIVOT_USED
SC-1446,none
SC-1447,NEGATION_PIVOT_USED
SC-1448,NEGATION_PIVOT_USED
SC-1449,NEGATION_PIVOT_USED
SC-1450,none
SC-1451,NEGATION_PIVOT_USED
SC-1452,NEGATION_PIVOT_USED
SC-1453,NEGATION_PIVOT_USED
SC-1454,none
SC-1455,NEGATION_PIVOT_USED
SC-1456,NEGATION_PIVOT_USED
SC-1457,NEGATION_PIVOT_USED
SC-1458,none
SC-1459,NEGATION_PIVOT_USED
SC-1460,NEGATION_PIVOT_USED
SC-1461,NEGATION_PIVOT_USED
SC-1462,none
SC-1463,NEGATION_PIVOT_USED
SC-1464,NEGATION_PIVOT_USED
SC-1465,NEGATION_PIVOT_USED
SC-1466,none
SC-1467,NEGATION_PIVOT_USED
SC-1468,NEGATION_PIVOT_USED
SC-1469,NEGATION_PIVOT_USED
SC-1470,none
SC-1471,NEGATION_PIVOT_USED
SC-1472,NEGATION_PIVOT_USED
SC-1473,NEGATION_PIVOT_USED
SC-1474,none
SC-1475,NEGATION_PIVOT_USED
SC-1476,NEGATION_PIVOT_USED
SC-1477,NEGATION_PIVOT_USED
SC-1478,none
SC-1479,NEGATION_PIVOT_USED
SC-1480,NEGATION_PIVOT_USED
SC-1481,NEGATION_PIVOT_USED
SC-1482,none
SC-1483,NEGATION_PIVOT_USED
SC-1484,NEGATION_PIVOT_USED
SC-1485,NEGATION_PIVOT_USED
SC-1486,none
SC-1487,NEGATION_PIVOT_USED
SC-1488,NEGATION_PIVOT_USED
SC-1489,NEGATION_PIVOT_USED
SC-1490,none
SC-1491,NEGATION_PIVOT_USED
SC-1492,NEGATION_PIVOT_USED
SC-1493,NEGATION_PIVOT_USED
SC-1494,none
SC-1495,NEGATION_PIVOT_USED
SC-1496,NEGATION_PIVOT_USED
SC-1497,NEGATION_PIVOT_USED
SC-1498,none
SC-1499,NEGATION_PIVOT_USED
SC-1500,NEGATION_PIVOT_USED
SC-1501,NEGATION_PIVOT_USED
SC-1502,none
SC-1503,NEGATION_PIVOT_USED
SC-1504,none
SC-1505,none
SC-1506,none
SC-1507,none
SC-1508,none
SC-1509,none
SC-1510,none
SC-1511,none
SC-1512,none
SC-1513,none
SC-1514,none
SC-1515,none
SC-1516,none
SC-1517,none
SC-1518,none
SC-1519,none
SC-1520,none
SC-1521,none
SC-1522,none
SC-1523,none
SC-1524,none
SC-1525,none
SC-1526,none
SC-1527,none
SC-1528,none
SC-1529,none
SC-1530,none
SC-1531,none
SC-1532,none
SC-1533,none
SC-1534,none
SC-1535,none
SC-1536,none
SC-1537,none
SC-1538,none
SC-1539,none
SC-1540,none
SC-1541,none
SC-1542,none
SC-1543,none
SC-1544,none
SC-1545,none
SC-1546,none
SC-1547,none
SC-1548,none
SC-1549,none
SC-1550,none
SC-1551,none
SC-1552,none
SC-1553,none
SC-1554,none
SC-1555,none
SC-1556,none
SC-1557,none
SC-1558,none
SC-1559,none
SC-1560,none
SC-1561,none
SC-1562,none
SC-1563,none
SC-1564,none
SC-1565,none
SC-1566,none
SC-1567,none
SC-1568,ON_HOLD
SC-1569,OUT_OF_WINDOW
SC-1570,OUT_OF_WINDOW
SC-1571,ON_HOLD
SC-1572,NEGATION_PIVOT_USED
SC-1573,NEGATION_PIVOT_USED
SC-1574,ON_HOLD
SC-1575,NEGATION_PIVOT_USED
SC-1576,NEGATION_PIVOT_USED
SC-1577,ON_HOLD
SC-1578,NEGATION_PIVOT_USED
SC-1579,NEGATION_PIVOT_USED
SC-1580,ON_HOLD
SC-1581,OUT_OF_WINDOW
SC-1582,OUT_OF_WINDOW
SC-1583,ON_HOLD
SC-1584,NEGATION_PIVOT_USED
SC-1585,NEGATION_PIVOT_USED
SC-1586,ON_HOLD
SC-1587,NEGATION_PIVOT_USED
SC-1588,NEGATION_PIVOT_USED
SC-1589,ON_HOLD
SC-1590,NEGATION_PIVOT_USED
SC-1591,NEGATION_PIVOT_USED
SC-1592,ON_HOLD
SC-1593,OUT_OF_WINDOW
SC-1594,OUT_OF_WINDOW
SC-1595,ON_HOLD
SC-1596,NEGATION_PIVOT_USED
SC-1597,NEGATION_PIVOT_USED
SC-1598,ON_HOLD
SC-1599,NEGATION_PIVOT_USED
SC-1600,NEGATION_PIVOT_USED
SC-1601,ON_HOLD
SC-1602,NEGATION_PIVOT_USED
SC-1603,NEGATION_PIVOT_USED
SC-1604,ON_HOLD
SC-1605,OUT_OF_WINDOW
SC-1606,OUT_OF_WINDOW
SC-1607,ON_HOLD
SC-1608,NEGATION_PIVOT_USED
SC-1609,NEGATION_PIVOT_USED
SC-1610,ON_HOLD
SC-1611,NEGATION_PIVOT_USED
SC-1612,NEGATION_PIVOT_USED
SC-1613,ON_HOLD
SC-1614,NEGATION_PIVOT_USED
SC-1615,NEGATION_PIVOT_USED
SC-1616,ON_HOLD
SC-1617,OUT_OF_WINDOW
SC-1618,OUT_OF_WINDOW
SC-1619,ON_HOLD
SC-1620,UNCITED_SCRIPTURE_REF
SC-1621,UNCITED_SCRIPTURE_REF
SC-1622,ON_HOLD
SC-1623,UNCITED_SCRIPTURE_REF
SC-1624,UNCITED_SCRIPTURE_REF
SC-1625,ON_HOLD
SC-1626,UNCITED_SCRIPTURE_REF
SC-1627,UNCITED_SCRIPTURE_REF
SC-1628,ON_HOLD
SC-1629,OUT_OF_WINDOW
SC-1630,OUT_OF_WINDOW
SC-1631,ON_HOLD
SC-1632,none
SC-1633,none
SC-1634,ON_HOLD
SC-1635,none
SC-1636,none
SC-1637,ON_HOLD
SC-1638,none
SC-1639,none
SC-1640,ON_HOLD
SC-1641,OUT_OF_WINDOW
SC-1642,OUT_OF_WINDOW
SC-1643,ON_HOLD
SC-1644,none
SC-1645,none
SC-1646,ON_HOLD
SC-1647,none
SC-1648,none
SC-1649,ON_HOLD
SC-1650,none
SC-1651,none
SC-1652,ON_HOLD
SC-1653,OUT_OF_WINDOW
SC-1654,OUT_OF_WINDOW
SC-1655,ON_HOLD
SC-1656,none
SC-1657,none
SC-1658,ON_HOLD
SC-1659,none
SC-1660,none
SC-1661,ON_HOLD
SC-1662,none
SC-1663,none
SC-1664,ON_HOLD
SC-1665,OUT_OF_WINDOW
SC-1666,OUT_OF_WINDOW
SC-1667,ON_HOLD
SC-1668,NEGATION_PIVOT_USED
SC-1669,NEGATION_PIVOT_USED
SC-1670,ON_HOLD
SC-1671,NEGATION_PIVOT_USED
SC-1672,NEGATION_PIVOT_USED
SC-1673,ON_HOLD
SC-1674,NEGATION_PIVOT_USED
SC-1675,NEGATION_PIVOT_USED
SC-1676,ON_HOLD
SC-1677,OUT_OF_WINDOW
SC-1678,OUT_OF_WINDOW
SC-1679,ON_HOLD
SC-1680,NEGATION_PIVOT_USED
SC-1681,NEGATION_PIVOT_USED
SC-1682,ON_HOLD
SC-1683,NEGATION_PIVOT_USED
SC-1684,NEGATION_PIVOT_USED
SC-1685,ON_HOLD
SC-1686,NEGATION_PIVOT_USED
SC-1687,NEGATION_PIVOT_USED
SC-1688,ON_HOLD
SC-1689,OUT_OF_WINDOW
SC-1690,OUT_OF_WINDOW
SC-1691,ON_HOLD
SC-1692,NEGATION_PIVOT_USED
SC-1693,NEGATION_PIVOT_USED
SC-1694,ON_HOLD
SC-1695,NEGATION_PIVOT_USED
SC-1696,NEGATION_PIVOT_USED
SC-1697,ON_HOLD
SC-1698,NEGATION_PIVOT_USED
SC-1699,NEGATION_PIVOT_USED
SC-1700,ON_HOLD
SC-1701,OUT_OF_WINDOW
SC-1702,OUT_OF_WINDOW
SC-1703,ON_HOLD
SC-1704,NEGATION_PIVOT_USED
SC-1705,NEGATION_PIVOT_USED
SC-1706,ON_HOLD
SC-1707,NEGATION_PIVOT_USED
SC-1708,NEGATION_PIVOT_USED
SC-1709,ON_HOLD
SC-1710,NEGATION_PIVOT_USED
SC-1711,NEGATION_PIVOT_USED
SC-1712,ON_HOLD
SC-1713,OUT_OF_WINDOW
SC-1714,OUT_OF_WINDOW
SC-1715,ON_HOLD
SC-1716,NEGATION_PIVOT_USED
SC-1717,NEGATION_PIVOT_USED
SC-1718,ON_HOLD
SC-1719,NEGATION_PIVOT_USED
SC-1720,NEGATION_PIVOT_USED
SC-1721,ON_HOLD
SC-1722,NEGATION_PIVOT_USED
SC-1723,NEGATION_PIVOT_USED
SC-1724,ON_HOLD
SC-1725,OUT_OF_WINDOW
SC-1726,OUT_OF_WINDOW
SC-1727,ON_HOLD
SC-1728,NEGATION_PIVOT_USED
SC-1729,NEGATION_PIVOT_USED
SC-1730,ON_HOLD
SC-1731,NEGATION_PIVOT_USED
SC-1732,NEGATION_PIVOT_USED
SC-1733,ON_HOLD
SC-1734,NEGATION_PIVOT_USED
SC-1735,NEGATION_PIVOT_USED
SC-1736,ON_HOLD
SC-1737,OUT_OF_WINDOW
SC-1738,OUT_OF_WINDOW
SC-1739,ON_HOLD
SC-1740,NEGATION_PIVOT_USED
SC-1741,NEGATION_PIVOT_USED
SC-1742,ON_HOLD
SC-1743,NEGATION_PIVOT_USED
SC-1744,NEGATION_PIVOT_USED
SC-1745,ON_HOLD
SC-1746,NEGATION_PIVOT_USED
SC-1747,NEGATION_PIVOT_USED
SC-1748,ON_HOLD
SC-1749,OUT_OF_WINDOW
SC-1750,OUT_OF_WINDOW
SC-1751,ON_HOLD
SC-1752,NEGATION_PIVOT_USED
SC-1753,NEGATION_PIVOT_USED
SC-1754,ON_HOLD
SC-1755,NEGATION_PIVOT_USED
SC-1756,NEGATION_PIVOT_USED
SC-1757,ON_HOLD
SC-1758,NEGATION_PIVOT_USED
SC-1759,NEGATION_PIVOT_USED
SC-1760,ON_HOLD
SC-1761,OUT_OF_WINDOW
SC-1762,OUT_OF_WINDOW
SC-1763,ON_HOLD
SC-1764,UNCITED_SCRIPTURE_REF
SC-1765,UNCITED_SCRIPTURE_REF
SC-1766,ON_HOLD
SC-1767,UNCITED_SCRIPTURE_REF
SC-1768,NEGATION_PIVOT_USED
SC-1769,UNCITED_SCRIPTURE_REF
SC-1770,NEGATION_PIVOT_USED
SC-1771,UNCITED_SCRIPTURE_REF
SC-1772,NEGATION_PIVOT_USED
SC-1773,RUNTIME_OUT_OF_BAND
SC-1774,NEGATION_PIVOT_USED
SC-1775,RUNTIME_OUT_OF_BAND
SC-1776,NEGATION_PIVOT_USED
SC-1777,RUNTIME_OUT_OF_BAND
SC-1778,NEGATION_PIVOT_USED
SC-1779,RUNTIME_OUT_OF_BAND
SC-1780,NEGATION_PIVOT_USED
SC-1781,RUNTIME_OUT_OF_BAND
SC-1782,NEGATION_PIVOT_USED
SC-1783,RUNTIME_OUT_OF_BAND
SC-1784,NEGATION_PIVOT_USED
SC-1785,UNCITED_SCRIPTURE_REF
SC-1786,NEGATION_PIVOT_USED
SC-1787,UNCITED_SCRIPTURE_REF
SC-1788,NEGATION_PIVOT_USED
SC-1789,none
SC-1790,NEGATION_PIVOT_USED
SC-1791,none
SC-1792,NEGATION_PIVOT_USED
SC-1793,none
SC-1794,NEGATION_PIVOT_USED
SC-1795,none
SC-1796,NEGATION_PIVOT_USED
SC-1797,none
SC-1798,NEGATION_PIVOT_USED
SC-1799,none
SC-1800,NEGATION_PIVOT_USED
SC-1801,UNCITED_SCRIPTURE_REF
SC-1802,NEGATION_PIVOT_USED
SC-1803,UNCITED_SCRIPTURE_REF
SC-1804,NEGATION_PIVOT_USED
SC-1805,RUNTIME_OUT_OF_BAND
SC-1806,NEGATION_PIVOT_USED
SC-1807,RUNTIME_OUT_OF_BAND
SC-1808,NEGATION_PIVOT_USED
SC-1809,RUNTIME_OUT_OF_BAND
SC-1810,NEGATION_PIVOT_USED
SC-1811,RUNTIME_OUT_OF_BAND
SC-1812,NEGATION_PIVOT_USED
SC-1813,RUNTIME_OUT_OF_BAND
SC-1814,NEGATION_PIVOT_USED
SC-1815,RUNTIME_OUT_OF_BAND
SC-1816,NEGATION_PIVOT_USED
SC-1817,UNCITED_SCRIPTURE_REF
SC-1818,NEGATION_PIVOT_USED
SC-1819,UNCITED_SCRIPTURE_REF
SC-1820,NEGATION_PIVOT_USED
SC-1821,none
SC-1822,NEGATION_PIVOT_USED
SC-1823,none
SC-1824,NEGATION_PIVOT_USED
SC-1825,none
SC-1826,NEGATION_PIVOT_USED
SC-1827,none
SC-1828,NEGATION_PIVOT_USED
SC-1829,none
SC-1830,NEGATION_PIVOT_USED
SC-1831,none
SC-1832,ON_HOLD
SC-1833,ON_HOLD
SC-1834,ON_HOLD
SC-1835,ON_HOLD
SC-1836,ON_HOLD
SC-1837,ON_HOLD
SC-1838,ON_HOLD
SC-1839,ON_HOLD
SC-1840,ON_HOLD
SC-1841,ON_HOLD
SC-1842,ON_HOLD
SC-1843,ON_HOLD
SC-1844,ON_HOLD
SC-1845,ON_HOLD
SC-1846,ON_HOLD
SC-1847,ON_HOLD
SC-1848,ON_HOLD
SC-1849,ON_HOLD
SC-1850,ON_HOLD
SC-1851,ON_HOLD
SC-1852,ON_HOLD
SC-1853,ON_HOLD
